date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,target,split
4.4e-05,0.33333333333333337,0.382979,0.041041,0.5392079395682544,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.404255,0.041041,0.5437582648609465,0.003467,0.422915,0.43255550655695146,0,test
4.4e-05,0.33333333333333337,0.425532,0.041041,0.5301083085493711,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.446809,0.042362,0.5123617340379217,0.003467,0.422915,0.43255550655695146,0,val
4.4e-05,0.33333333333333337,0.468085,0.042482,0.5014411572487609,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.489362,0.044374,0.4964361052967499,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.510638,0.044374,0.48976202298306803,0.003467,0.422915,0.43255550655695146,0,val
4.4e-05,0.33333333333333337,0.531915,0.042482,0.48672881264344026,0.003467,0.422915,0.43255550655695146,0,val
4.4e-05,0.33333333333333337,0.553191,0.042482,0.48672881264344026,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.574468,0.042482,0.48035856114697156,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.595745,0.041041,0.47110599515298085,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.617021,0.040861,0.45411797811806376,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.638298,0.040861,0.451084767778436,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.659574,0.040861,0.45957877629589455,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.680851,0.040861,0.46488663949861797,0.003467,0.422915,0.43255550655695146,0,test
4.4e-05,0.33333333333333337,0.702128,0.040861,0.49416043286715355,0.003467,0.422915,0.43255550655695146,0,val
4.4e-05,0.33333333333333337,0.723404,0.041041,0.5442140110867661,0.003467,0.422915,0.43255550655695146,0,test
4.4e-05,0.33333333333333337,0.744681,0.041041,0.6159568274760937,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.765957,0.040861,0.5985140837818577,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.787234,0.040711,0.5636285963933855,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.808511,0.040711,0.5208557425553803,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.829787,0.040861,0.48945819216585496,0.003467,0.422915,0.43255550655695146,0,test
4.4e-05,0.33333333333333337,0.851064,0.041041,0.46109487168245805,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.87234,0.041041,0.44001227558066863,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.893617,0.041041,0.39314484267579114,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.914894,0.041041,0.3571969669935737,0.003467,0.422915,0.43255550655695146,0,train
4.4e-05,0.33333333333333337,0.93617,0.056443,0.4171087337086018,0.003467,0.422915,0.43255550655695146,1,train
4.4e-05,0.33333333333333337,0.957447,0.055362,0.443652127988222,0.003467,0.422915,0.43255550655695146,1,test
4.4e-05,0.33333333333333337,0.978723,0.059235,0.4653423857244377,0.003467,0.422915,0.43255550655695146,1,val
4.4e-05,0.33333333333333337,1.0,0.054642,0.4586683034107558,0.003467,0.422915,0.43255550655695146,1,val
8.8e-05,0.5,0.0,0.054642,0.4570002926155857,0.003467,0.422915,0.43255550655695146,1,val
8.8e-05,0.5,0.021277,0.054642,0.4378885185596788,0.003467,0.422915,0.43255550655695146,1,test
8.8e-05,0.5,0.042553,0.051489,0.40709862980457967,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.06383,0.041041,0.3379342970955609,0.003467,0.422915,0.43255550655695146,0,train
8.8e-05,0.5,0.085106,0.041041,0.2771120574953941,0.003467,0.422915,0.43255550655695146,0,train
8.8e-05,0.5,0.106383,0.041041,0.23267119286221885,0.003467,0.422915,0.43255550655695146,0,test
8.8e-05,0.5,0.12766,0.041041,0.18716793993529832,0.003467,0.422915,0.43255550655695146,0,train
8.8e-05,0.5,0.148936,0.041041,0.1656306171741899,0.003467,0.422915,0.43255550655695146,0,train
8.8e-05,0.5,0.170213,0.046956,0.15455812497642255,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.191489,0.046956,0.15061444175165603,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.212766,0.046956,0.1777644780992018,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.234043,0.047106,0.2211439740051325,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.255319,0.049868,0.31336274442832396,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.276596,0.047106,0.4113451242800586,0.003467,0.422915,0.43255550655695146,1,test
8.8e-05,0.5,0.297872,0.046956,0.41574455373064484,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.319149,0.041161,0.4745939321519277,0.003467,0.422915,0.43255550655695146,0,train
8.8e-05,0.5,0.340426,0.040711,0.5003797885215164,0.003467,0.422915,0.43255550655695146,0,train
8.8e-05,0.5,0.361702,0.041161,0.5032610834525377,0.003467,0.422915,0.43255550655695146,0,train
8.8e-05,0.5,0.382979,0.045515,0.5299563931407644,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.404255,0.046956,0.5422421694743829,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.425532,0.046956,0.5311696772766156,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.446809,0.047106,0.5005306843636222,0.003467,0.422915,0.43255550655695146,1,test
8.8e-05,0.5,0.468085,0.047106,0.5073566820859108,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.489362,0.047106,0.5000759577043032,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.510638,0.047106,0.49234050666337686,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.531915,0.047436,0.48505978228176944,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.553191,0.047436,0.48369458273731175,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.574468,0.047106,0.4759591316963853,0.003467,0.422915,0.43255550655695146,1,test
8.8e-05,0.5,0.595745,0.047106,0.4677689539961399,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.617021,0.047106,0.45548317766252144,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.638298,0.046956,0.44820245328091407,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.659574,0.046956,0.451084767778436,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.680851,0.042482,0.45927494547868136,0.003467,0.422915,0.43255550655695146,0,train
8.8e-05,0.5,0.702128,0.042482,0.47717241583223646,0.003467,0.422915,0.43255550655695146,0,train
8.8e-05,0.5,0.723404,0.046956,0.5205519117381672,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.744681,0.046956,0.6036710511424752,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.765957,0.046956,0.5962384113522612,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.787234,0.042482,0.568936459596109,0.003467,0.422915,0.43255550655695146,0,train
8.8e-05,0.5,0.808511,0.040711,0.5307149506172966,0.003467,0.422915,0.43255550655695146,0,train
8.8e-05,0.5,0.829787,0.040711,0.5031091680439311,0.003467,0.422915,0.43255550655695146,0,test
8.8e-05,0.5,0.851064,0.042482,0.4830879406693862,0.003467,0.422915,0.43255550655695146,0,train
8.8e-05,0.5,0.87234,0.041882,0.4624600712269158,0.003467,0.422915,0.43255550655695146,0,train
8.8e-05,0.5,0.893617,0.046956,0.41544072291343165,0.003467,0.422915,0.43255550655695146,1,test
8.8e-05,0.5,0.914894,0.046956,0.37843147850396974,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.93617,0.056443,0.4306088137445721,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.957447,0.051699,0.4512366831870425,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,0.978723,0.075868,0.47292592135675754,0.003467,0.422915,0.43255550655695146,1,train
8.8e-05,0.5,1.0,0.075267,0.47110599515298085,0.003467,0.422915,0.43255550655695146,1,test
0.000133,0.6666666666666666,0.0,0.075868,0.4688303227233845,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.021277,0.075868,0.4430454859202964,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.042553,0.074517,0.40330686198841975,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.06383,0.075267,0.3342944446880075,0.003467,0.422915,0.43255550655695146,1,test
0.000133,0.6666666666666666,0.085106,0.075868,0.2786291724484584,0.003467,0.422915,0.43255550655695146,1,val
0.000133,0.6666666666666666,0.106383,0.074517,0.23676679149559193,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.12766,0.073976,0.19095970775145824,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.148936,0.073976,0.16745054337796655,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.170213,0.076948,0.15743941990744376,0.003467,0.422915,0.43255550655695146,1,test
0.000133,0.6666666666666666,0.191489,0.074367,0.16274830267666793,0.003467,0.422915,0.43255550655695146,1,test
0.000133,0.6666666666666666,0.212766,0.074367,0.18656129786737277,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.234043,0.076948,0.23130599331776117,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.255319,0.077999,0.3203396379927183,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.276596,0.077039,0.40937328266767536,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.297872,0.089798,0.4137727121182616,0.003467,0.422915,0.43255550655695146,1,test
0.000133,0.6666666666666666,0.319149,0.089798,0.4667075852688954,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.340426,0.089798,0.506446209200772,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.361702,0.089798,0.5103898924255386,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.382979,0.149664,0.5527080196042248,0.003467,0.422915,0.43255550655695146,1,test
0.000133,0.6666666666666666,0.404255,0.089798,0.5616567547810022,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.425532,0.089798,0.5457301064733296,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.446809,0.089798,0.52677126739253,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.468085,0.047676,0.5146363869010174,0.003467,0.422915,0.43255550655695146,0,train
0.000133,0.6666666666666666,0.489362,0.146902,0.5052329250649209,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.510638,0.193287,0.4947670749350791,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.531915,0.193287,0.4920366758461638,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.553191,0.194548,0.4826332140100672,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.574468,0.193287,0.47732433124084306,0.003467,0.422915,0.43255550655695146,1,val
0.000133,0.6666666666666666,0.595745,0.139636,0.4706512684936619,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.617021,0.149664,0.4656451969751501,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.638298,0.089798,0.44805155743880815,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.659574,0.089798,0.4469891691450629,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.680851,0.06626,0.45032621030190384,0.003467,0.422915,0.43255550655695146,0,train
0.000133,0.6666666666666666,0.702128,0.089798,0.4677689539961399,0.003467,0.422915,0.43255550655695146,1,val
0.000133,0.6666666666666666,0.723404,0.089798,0.509328523698294,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,0.744681,0.077039,0.560139639827938,0.003467,0.422915,0.43255550655695146,0,test
0.000133,0.6666666666666666,0.765957,0.047586,0.5442140110867661,0.003467,0.422915,0.43255550655695146,0,train
0.000133,0.6666666666666666,0.787234,0.076948,0.5153949443775495,0.003467,0.422915,0.43255550655695146,0,train
0.000133,0.6666666666666666,0.808511,0.076948,0.46731422733682093,0.003467,0.422915,0.43255550655695146,0,train
0.000133,0.6666666666666666,0.829787,0.074036,0.4378885185596788,0.003467,0.422915,0.43255550655695146,0,test
0.000133,0.6666666666666666,0.851064,0.047586,0.40694671439597313,0.003467,0.422915,0.43255550655695146,0,train
0.000133,0.6666666666666666,0.87234,0.047586,0.3838922766818004,0.003467,0.422915,0.43255550655695146,0,train
0.000133,0.6666666666666666,0.893617,0.072835,0.35901689319735036,0.003467,0.422915,0.43255550655695146,0,test
0.000133,0.6666666666666666,0.914894,0.047586,0.3153345860407072,0.003467,0.422915,0.43255550655695146,0,train
0.000133,0.6666666666666666,0.93617,0.072835,0.3888973286338115,0.003467,0.422915,0.43255550655695146,0,train
0.000133,0.6666666666666666,0.957447,0.074367,0.41695783786649593,0.003467,0.422915,0.43255550655695146,0,train
0.000133,0.6666666666666666,0.978723,0.093611,0.44714108455366947,0.003467,0.422915,0.43255550655695146,1,train
0.000133,0.6666666666666666,1.0,0.149664,0.4439559588054351,0.003467,0.422915,0.43255550655695146,1,train
0.000177,0.8333333333333334,0.0,0.076948,0.44547307375849937,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.021277,0.074336,0.41544072291343165,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.042553,0.077039,0.37555018357294845,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.06383,0.072835,0.31048042993080205,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.085106,0.071905,0.25117530528369947,0.003467,0.422915,0.43255550655695146,0,test
0.000177,0.8333333333333334,0.106383,0.046956,0.2006670004047679,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.12766,0.046956,0.15561949370366707,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.148936,0.046806,0.12983465690057902,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.170213,0.046956,0.11299855527426848,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.191489,0.046956,0.10359509343817196,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.212766,0.046956,0.10738686125433189,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.234043,0.062417,0.1230096787447913,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.255319,0.062417,0.15273819877264586,0.003467,0.422915,0.43255550655695146,0,test
0.000177,0.8333333333333334,0.276596,0.072145,0.1803429617795106,0.003467,0.422915,0.43255550655695146,0,val
0.000177,0.8333333333333334,0.297872,0.047106,0.21826165950761056,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.319149,0.080581,0.2918244021007148,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.340426,0.072145,0.3509786309057115,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.361702,0.080581,0.39344765392650355,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.382979,0.080581,0.4318220978804232,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.404255,0.072745,0.4369790652410408,0.003467,0.422915,0.43255550655695146,0,test
0.000177,0.8333333333333334,0.425532,0.047376,0.42514801556674137,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.446809,0.047256,0.4110423130293462,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.468085,0.072145,0.39011061276966263,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.489362,0.047256,0.3782805826618638,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.510638,0.072145,0.3614444810355533,0.003467,0.422915,0.43255550655695146,0,test
0.000177,0.8333333333333334,0.531915,0.047256,0.3436979065241041,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.553191,0.047256,0.33217068766701774,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.574468,0.072145,0.3198849113333993,0.003467,0.422915,0.43255550655695146,0,val
0.000177,0.8333333333333334,0.595745,0.047256,0.3022902522305566,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.617021,0.047256,0.2928867903944601,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.638298,0.072145,0.2901563913055447,0.003467,0.422915,0.43255550655695146,1,test
0.000177,0.8333333333333334,0.659574,0.072745,0.2928867903944601,0.003467,0.422915,0.43255550655695146,1,test
0.000177,0.8333333333333334,0.680851,0.080581,0.297133284869939,0.003467,0.422915,0.43255550655695146,1,test
0.000177,0.8333333333333334,0.702128,0.080581,0.32443523662609136,0.003467,0.422915,0.43255550655695146,1,train
0.000177,0.8333333333333334,0.723404,0.072745,0.3702413008037243,0.003467,0.422915,0.43255550655695146,1,train
0.000177,0.8333333333333334,0.744681,0.080581,0.4582135767514368,0.003467,0.422915,0.43255550655695146,1,train
0.000177,0.8333333333333334,0.765957,0.072745,0.4670103965196078,0.003467,0.422915,0.43255550655695146,1,train
0.000177,0.8333333333333334,0.787234,0.072145,0.43682714983243426,0.003467,0.422915,0.43255550655695146,1,train
0.000177,0.8333333333333334,0.808511,0.047256,0.39284101185857795,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.829787,0.047256,0.3584102511294248,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.851064,0.047256,0.33171596100769873,0.003467,0.422915,0.43255550655695146,0,test
0.000177,0.8333333333333334,0.87234,0.047256,0.3154865014493138,0.003467,0.422915,0.43255550655695146,0,test
0.000177,0.8333333333333334,0.893617,0.047106,0.2875779076252359,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.914894,0.047106,0.2645234699110632,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.93617,0.072145,0.30335162095780116,0.003467,0.422915,0.43255550655695146,1,train
0.000177,0.8333333333333334,0.957447,0.047106,0.3230700370816336,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,0.978723,0.047256,0.3440017373413172,0.003467,0.422915,0.43255550655695146,0,train
0.000177,0.8333333333333334,1.0,0.047256,0.32276620626442054,0.003467,0.422915,0.43255550655695146,0,train
0.000221,0.9999999999999999,0.0,0.047106,0.3083576924763129,0.003467,0.422915,0.43255550655695146,0,train
0.000221,0.9999999999999999,0.021277,0.047106,0.2640677236852435,0.003467,0.422915,0.43255550655695146,0,train
0.000221,0.9999999999999999,0.042553,0.047106,0.23873863310797516,0.003467,0.422915,0.43255550655695146,0,train
0.000221,0.9999999999999999,0.06383,0.047106,0.18565184454873476,0.003467,0.422915,0.43255550655695146,0,train
0.000221,0.9999999999999999,0.085106,0.046956,0.14348563277865517,0.003467,0.422915,0.43255550655695146,0,test
0.000221,0.9999999999999999,0.106383,0.062417,0.11360519734219404,0.003467,0.422915,0.43255550655695146,1,train
0.000221,0.9999999999999999,0.12766,0.062417,0.08888172926635053,0.003467,0.422915,0.43255550655695146,1,train
0.000221,0.9999999999999999,0.148936,0.062417,0.07492794213756196,0.003467,0.422915,0.43255550655695146,1,train
0.000221,0.9999999999999999,0.170213,0.062417,0.05930512464710255,0.003467,0.422915,0.43255550655695146,1,train
0.000221,0.9999999999999999,0.191489,0.062417,0.05384534603577251,0.003467,0.422915,0.43255550655695146,1,train
