CAT_is_male,age,number_of_juvenile_fellonies,number_of_juvenile_misdemeanors,number_of_other_juvenile_offenses,number_of_prior_offenses,days_before_screening_arrest,days_in_custody,CAT_race_African-American,CAT_race_Asian,CAT_race_Caucasian,CAT_race_Hispanic,CAT_race_Native American,CAT_race_Other,target,split
1,0.5081967213114754,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,0,0,1,0,0,0,0,test
1,0.180327868852459,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,1,0,0,0,0,0,0,train
0,0.1639344262295082,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,0,0,0,1,0,test
0,0.7377049180327869,0.0,0.0,0.0,0.0263157894736842,0.0909747292418772,0.0029817368617219,0,0,0,1,0,0,0,train
1,0.2131147540983606,0.0,0.0,0.0588235294117647,0.3947368421052631,0.2483754512635378,0.0506895266492732,1,0,0,0,0,0,0,train
1,0.1967213114754099,0.0,0.0,0.0,0.0,0.2490974729241877,0.0085724934774506,0,0,0,1,0,0,0,train
1,0.5081967213114754,0.0,0.0,0.0,0.1052631578947368,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.5737704918032788,0.0,0.0,0.0,0.2105263157894736,0.23971119133574,0.0048453224002981,0,0,1,0,0,0,0,train
1,0.278688524590164,0.0,0.0,0.0,0.131578947368421,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,val
1,0.7213114754098361,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,0,0,0,1,0,0,0,train
1,0.2459016393442623,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,0,0,0,1,0,train
0,0.6229508196721312,0.0,0.0,0.0,0.0,0.2490974729241877,0.0011181513231457,1,0,0,0,0,0,0,train
1,0.4426229508196722,0.0,0.0,0.0,0.1578947368421052,0.2483754512635378,0.090197540067089,0,0,0,1,0,0,1,train
1,0.0655737704918033,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,0,0,0,1,0,0,0,train
1,0.3442622950819672,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0018635855385762,1,0,0,0,0,0,0,train
1,0.3606557377049181,0.0,0.0,0.0,0.0526315789473684,0.2382671480144404,0.0011181513231457,1,0,0,0,0,0,0,train
1,0.0655737704918033,0.0,0.0,0.0,0.0,0.2483754512635378,0.0078270592620201,0,0,1,0,0,0,0,test
0,0.1311475409836066,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0216175922474841,1,0,0,0,0,0,1,train
1,0.1475409836065574,0.0,0.0,0.0,0.0263157894736842,0.2180505415162454,0.0510622437569884,0,0,1,0,0,0,1,val
1,0.2295081967213115,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,test
1,0.3770491803278689,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0007454342154304,1,0,0,0,0,0,0,test
1,0.1967213114754099,0.0,0.0,0.0,0.2105263157894736,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,1,train
1,0.1147540983606557,0.05,0.75,0.0588235294117647,0.3684210526315789,0.2483754512635378,0.0070816250465896,1,0,0,0,0,0,1,test
1,0.0327868852459016,0.0,0.0,0.0,0.0,0.2483754512635378,0.1576593365635482,0,0,0,0,0,1,1,train
0,0.278688524590164,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.1147540983606557,0.0,0.0,0.0,0.2368421052631578,0.2483754512635378,0.0007454342154304,0,0,1,0,0,0,1,train
0,0.0327868852459016,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,test
1,0.7868852459016394,0.0,0.0,0.0,0.0789473684210526,0.2028880866425992,0.0111815132314573,0,0,1,0,0,0,0,train
0,0.5901639344262296,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,0,0,1,0,0,0,0,train
0,0.4262295081967213,0.0,0.0,0.0,0.0,0.247653429602888,0.0003727171077152,0,0,0,1,0,0,0,train
1,0.0163934426229508,0.0,0.0,0.0,0.0263157894736842,0.2418772563176895,0.0022363026462914,1,0,0,0,0,0,1,test
1,0.0983606557377049,0.0,0.0,0.0,0.0263157894736842,0.1501805054151624,0.0,1,0,0,0,0,0,0,train
1,0.1967213114754099,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
0,0.3442622950819672,0.0,0.0,0.0,0.0,0.2483754512635378,0.0007454342154304,0,0,1,0,0,0,1,train
1,0.1967213114754099,0.0,0.0,0.0,0.0,0.2483754512635378,0.0100633619083115,0,0,1,0,0,0,0,train
1,0.2131147540983606,0.0,0.0,0.0,0.0,0.2483754512635378,0.0145359672008945,0,0,1,0,0,0,0,train
0,0.3442622950819672,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0018635855385762,0,0,1,0,0,0,0,test
1,0.6721311475409837,0.0,0.0,0.0,0.3684210526315789,0.3776173285198556,0.0409988818486768,1,0,0,0,0,0,1,test
1,0.4098360655737705,0.0,0.0,0.0,0.0263157894736842,0.2274368231046931,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.2622950819672132,0.0,0.0,0.0,0.0,0.2490974729241877,0.0257174804323518,0,0,1,0,0,0,0,train
1,0.3114754098360656,0.0,0.0,0.0,0.0789473684210526,0.2490974729241877,0.0026090197540067,1,0,0,0,0,0,0,train
1,0.2131147540983606,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,test
0,0.1967213114754099,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0029817368617219,0,0,0,0,0,1,0,val
1,0.2131147540983606,0.0,0.0,0.0,0.3421052631578947,0.2483754512635378,0.1755497577338799,0,0,1,0,0,0,1,train
1,0.6229508196721312,0.0,0.0,0.0,0.2105263157894736,0.2974729241877256,0.0298173686172195,1,0,0,0,0,0,0,train
1,0.5573770491803279,0.0,0.0,0.0,0.0789473684210526,0.247653429602888,0.0003727171077152,0,0,1,0,0,0,0,train
0,0.7540983606557378,0.0,0.0,0.0,0.0526315789473684,0.2151624548736462,0.0,0,0,1,0,0,0,0,val
1,0.3934426229508196,0.0,0.0,0.0,0.1578947368421052,0.2462093862815884,0.032053671263511,0,0,1,0,0,0,0,train
0,0.1147540983606557,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0078270592620201,0,0,1,0,0,0,0,train
1,0.1967213114754099,0.0,0.0,0.0,0.0263157894736842,0.2346570397111913,0.0014908684308609,0,0,1,0,0,0,0,train
0,0.3114754098360656,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0007454342154304,0,0,0,0,0,1,0,train
0,0.0983606557377049,0.0,0.0,0.0,0.0,0.2483754512635378,0.0007454342154304,1,0,0,0,0,0,0,train
0,0.1967213114754099,0.0,0.0,0.0,0.1052631578947368,0.223826714801444,0.0898248229593738,0,0,0,1,0,0,1,train
1,0.2131147540983606,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
0,0.0327868852459016,0.05,0.0,0.0,0.0263157894736842,0.2490974729241877,0.0033544539694371,1,0,0,0,0,0,0,train
0,0.4098360655737705,0.0,0.0,0.0,0.0,0.2490974729241877,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.2295081967213115,0.0,0.0,0.0,0.2894736842105263,0.247653429602888,0.0134178158777487,1,0,0,0,0,0,1,train
1,0.2459016393442623,0.0,0.0,0.0,0.2105263157894736,0.2483754512635378,0.0,1,0,0,0,0,0,1,train
0,0.0327868852459016,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,1,0,0,0,0,0,0,train
0,0.1311475409836066,0.0,0.0,0.0,0.0,0.247653429602888,0.0003727171077152,0,0,1,0,0,0,0,test
1,0.7377049180327869,0.0,0.0,0.0,0.0263157894736842,0.2303249097472924,0.0055907566157286,0,0,0,1,0,0,0,train
0,0.2295081967213115,0.0,0.0,0.0,0.1052631578947368,0.244043321299639,0.0439806187103988,1,0,0,0,0,0,1,train
1,0.180327868852459,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,0,0,0,1,0,0,0,train
1,0.6065573770491803,0.0,0.0,0.0,0.0789473684210526,0.2122743682310469,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.3442622950819672,0.05,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0014908684308609,0,0,1,0,0,0,0,train
1,0.1967213114754099,0.0,0.0,0.0,0.0263157894736842,0.2490974729241877,0.0011181513231457,1,0,0,0,0,0,0,train
1,0.4918032786885246,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.0655737704918033,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0700708162504658,1,0,0,0,0,0,0,train
0,0.5081967213114754,0.0,0.0,0.0,0.1578947368421052,0.2086642599277978,0.0018635855385762,0,0,1,0,0,0,0,train
1,0.2131147540983606,0.0,0.0,0.0,0.0,0.2490974729241877,0.0186358553857622,0,0,1,0,0,0,0,train
1,0.0819672131147541,0.0,0.0,0.0,0.0,0.2483754512635378,0.0,0,0,0,1,0,0,0,train
0,0.2295081967213115,0.0,0.0,0.0,0.131578947368421,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,test
1,0.5573770491803279,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0130450987700335,0,0,0,1,0,0,0,train
1,0.7213114754098361,0.0,0.0,0.0,0.2105263157894736,0.2490974729241877,0.0059634737234439,1,0,0,0,0,0,0,train
0,0.3114754098360656,0.0,0.0,0.0,0.1578947368421052,0.1696750902527075,0.0700708162504658,0,0,1,0,0,0,0,train
1,0.6065573770491803,0.0,0.0,0.0,0.0263157894736842,0.2166064981949458,0.0067089079388743,0,0,1,0,0,0,0,train
1,0.1639344262295082,0.0,0.0,0.0,0.1578947368421052,0.2483754512635378,0.0059634737234439,1,0,0,0,0,0,1,train
1,0.5901639344262296,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0700708162504658,0,0,0,1,0,0,0,train
1,0.6557377049180328,0.0,0.0,0.0,0.0,0.2483754512635378,0.0286992172940737,0,0,0,1,0,0,0,train
1,0.6229508196721312,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.0983606557377049,0.0,0.0,0.0,0.0,0.2483754512635378,0.0007454342154304,0,0,0,0,0,1,0,train
1,0.639344262295082,0.0,0.0,0.0,0.0263157894736842,0.2490974729241877,0.0074543421543048,0,0,0,1,0,0,0,train
1,0.7868852459016394,0.0,0.0,0.0,0.0789473684210526,0.2418772563176895,0.0007454342154304,1,0,0,0,0,0,0,train
1,0.3114754098360656,0.0,0.0,0.0,0.0526315789473684,0.2490974729241877,0.0119269474468878,1,0,0,0,0,0,1,train
1,0.4426229508196722,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.1338054416697726,0,0,1,0,0,0,0,train
1,0.0819672131147541,0.0,0.0,0.0,0.0,0.2483754512635378,0.0719344017890421,1,0,0,0,0,0,1,test
1,0.2622950819672132,0.0,0.0,0.0,0.0526315789473684,0.2490974729241877,0.0085724934774506,1,0,0,0,0,0,0,train
0,0.0819672131147541,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.5245901639344263,0.0,0.0,0.0,0.0263157894736842,0.2462093862815884,0.0003727171077152,0,0,1,0,0,0,0,test
0,0.3114754098360656,0.0,0.0,0.0,0.0,0.2483754512635378,0.0,0,0,1,0,0,0,0,test
1,0.4262295081967213,0.0,0.0,0.0,0.1052631578947368,0.2490974729241877,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.1475409836065574,0.0,0.0,0.0,0.0,0.2483754512635378,0.0011181513231457,1,0,0,0,0,0,0,val
0,0.1639344262295082,0.0,0.0,0.0,0.0,0.2490974729241877,0.010808796123742,1,0,0,0,0,0,0,train
1,0.4098360655737705,0.0,0.0,0.0,0.2894736842105263,0.2844765342960288,0.1431233693626537,0,0,1,0,0,0,1,test
1,0.3278688524590164,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0,1,0,0,0,0,0,0,val
1,0.1475409836065574,0.0,0.0,0.0,0.0526315789473684,0.2231046931407942,0.0134178158777487,0,0,1,0,0,0,0,test
0,0.1639344262295082,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0294446515095042,1,0,0,0,0,0,0,train
1,0.3278688524590164,0.0,0.0,0.0,0.3947368421052631,0.2483754512635378,0.0007454342154304,1,0,0,0,0,0,0,train
1,0.1639344262295082,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,test
1,0.4426229508196722,0.0,0.0,0.0,0.0789473684210526,0.3241877256317689,0.0816250465896384,1,0,0,0,0,0,0,train
1,0.7049180327868853,0.0,0.0,0.0,0.0263157894736842,0.2245487364620938,0.0003727171077152,0,0,1,0,0,0,0,val
0,0.5409836065573771,0.0,0.0,0.0,0.0,0.2483754512635378,0.0249720462169213,0,0,1,0,0,0,1,train
1,0.5409836065573771,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.4918032786885246,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
0,0.1967213114754099,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0011181513231457,1,0,0,0,0,0,0,test
0,0.3770491803278689,0.0,0.0,0.0,0.131578947368421,0.2490974729241877,0.0,1,0,0,0,0,0,0,train
1,0.3114754098360656,0.0,0.0,0.0,0.0,0.2483754512635378,0.0048453224002981,1,0,0,0,0,0,0,train
1,0.5901639344262296,0.0,0.0,0.0,0.2894736842105263,0.2483754512635378,0.0484532240029817,1,0,0,0,0,0,0,train
1,0.0819672131147541,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0268356317554975,1,0,0,0,0,0,0,train
1,0.3770491803278689,0.0,0.0,0.0,0.0,0.2490974729241877,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.5573770491803279,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.5573770491803279,0.0,0.0,0.0,0.0,0.2483754512635378,0.0052180395080134,1,0,0,0,0,0,0,train
1,0.1639344262295082,0.0,0.0,0.0,0.0263157894736842,0.2469314079422382,0.0011181513231457,0,0,1,0,0,0,0,train
1,0.1967213114754099,0.0,0.0,0.1176470588235294,0.2894736842105263,0.2483754512635378,0.0022363026462914,1,0,0,0,0,0,1,train
1,0.1639344262295082,0.0,0.0,0.0,0.0263157894736842,0.2490974729241877,0.0022363026462914,0,0,1,0,0,0,0,train
1,0.0655737704918033,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.1967213114754099,0.0,0.0,0.0,0.1052631578947368,0.2490974729241877,0.0,1,0,0,0,0,0,0,test
1,0.1147540983606557,0.0,0.0,0.0,0.1052631578947368,0.2490974729241877,0.0003727171077152,0,0,0,1,0,0,0,train
1,0.2295081967213115,0.0,0.125,0.0,0.3684210526315789,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,test
1,0.1311475409836066,0.0,0.125,0.0,0.1052631578947368,0.7176895306859206,0.0283265001863585,1,0,0,0,0,0,0,train
1,0.5737704918032788,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.1147540983606557,0.0,0.0,0.0,0.0,0.2490974729241877,0.0,1,0,0,0,0,0,0,test
0,0.3114754098360656,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,0,0,0,1,0,train
0,0.3606557377049181,0.0,0.0,0.0,0.0789473684210526,0.2483754512635378,0.0003727171077152,0,0,0,0,0,1,0,train
1,0.2950819672131147,0.0,0.0,0.0,0.2105263157894736,0.3574007220216606,0.0081997763697353,0,0,1,0,0,0,1,train
1,0.1967213114754099,0.0,0.0,0.0,0.1052631578947368,0.148014440433213,0.0231084606783451,0,0,1,0,0,0,0,test
1,0.0655737704918033,0.0,0.0,0.0,0.0789473684210526,0.3653429602888086,0.0059634737234439,1,0,0,0,0,0,1,train
0,0.0983606557377049,0.0,0.0,0.0,0.0263157894736842,0.2259927797833935,0.0003727171077152,0,0,1,0,0,0,1,train
0,0.2131147540983606,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,0,1,0,0,0,train
1,0.0983606557377049,0.0,0.0,0.0,0.0,0.2469314079422382,0.0003727171077152,0,0,0,1,0,0,0,train
1,0.180327868852459,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.0327868852459016,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0450987700335445,1,0,0,0,0,0,1,train
1,0.3442622950819672,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,0,0,0,1,0,train
1,0.1475409836065574,0.0,0.0,0.0,0.1052631578947368,0.2483754512635378,0.0048453224002981,1,0,0,0,0,0,0,test
1,0.2131147540983606,0.0,0.0,0.0,0.0526315789473684,0.8353790613718411,0.0040998881848676,0,0,1,0,0,0,0,train
0,0.3114754098360656,0.0,0.0,0.0,0.0526315789473684,0.2490974729241877,0.0052180395080134,1,0,0,0,0,0,0,train
1,0.0327868852459016,0.0,0.0,0.0,0.0,0.2483754512635378,0.0011181513231457,1,0,0,0,0,0,0,test
1,0.0655737704918033,0.0,0.0,0.0588235294117647,0.0,0.2490974729241877,0.0026090197540067,0,0,0,1,0,0,0,train
0,0.5573770491803279,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
0,0.4918032786885246,0.0,0.0,0.0,0.0,0.2483754512635378,0.0007454342154304,1,0,0,0,0,0,0,train
1,0.1147540983606557,0.0,0.0,0.0,0.0,0.2490974729241877,0.0018635855385762,0,0,1,0,0,0,0,train
1,0.1475409836065574,0.0,0.0,0.0,0.0,0.2483754512635378,0.090197540067089,0,0,1,0,0,0,1,test
0,0.0655737704918033,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.278688524590164,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0972791651136787,1,0,0,0,0,0,0,train
1,0.2295081967213115,0.0,0.0,0.0,0.0526315789473684,0.0815884476534296,0.0149086843086097,0,0,1,0,0,0,0,train
0,0.3770491803278689,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
0,0.1147540983606557,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,0,0,0,1,0,train
1,0.4262295081967213,0.0,0.0,0.0,0.631578947368421,0.2873646209386281,0.0439806187103988,1,0,0,0,0,0,0,train
1,0.4098360655737705,0.0,0.0,0.0,0.0,0.2483754512635378,0.015281401416325,1,0,0,0,0,0,0,train
1,0.3114754098360656,0.0,0.0,0.0,0.0789473684210526,0.2462093862815884,0.0011181513231457,0,0,1,0,0,0,0,train
1,0.1639344262295082,0.0,0.0,0.0,0.0789473684210526,0.4649819494584837,0.0011181513231457,1,0,0,0,0,0,1,train
1,0.8524590163934428,0.0,0.0,0.0,0.0263157894736842,0.23971119133574,0.0048453224002981,0,0,1,0,0,0,0,test
1,0.459016393442623,0.0,0.0,0.0,0.0789473684210526,0.2483754512635378,0.0052180395080134,0,0,1,0,0,0,0,train
1,0.1311475409836066,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0040998881848676,1,0,0,0,0,0,1,train
1,0.2622950819672132,0.0,0.0,0.0,0.131578947368421,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.2622950819672132,0.0,0.0,0.0,0.131578947368421,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,test
1,0.1967213114754099,0.0,0.0,0.0,0.0526315789473684,0.1891696750902527,0.0309355199403652,1,0,0,0,0,0,0,train
1,0.0983606557377049,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,0,0,0,1,0,train
1,0.2459016393442623,0.0,0.0,0.0,0.0263157894736842,0.1819494584837545,0.0003727171077152,0,0,1,0,0,0,1,train
1,0.6557377049180328,0.0,0.0,0.0,0.0526315789473684,0.2483754512635378,0.0007454342154304,0,0,1,0,0,0,0,train
0,0.0491803278688524,0.0,0.0,0.0,0.0,0.2490974729241877,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.0491803278688524,0.0,0.0,0.0,0.0263157894736842,0.2231046931407942,0.0040998881848676,1,0,0,0,0,0,0,train
1,0.7213114754098361,0.0,0.0,0.0,0.0,0.2490974729241877,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.3114754098360656,0.0,0.0,0.0,0.131578947368421,0.2483754512635378,0.0040998881848676,0,0,1,0,0,0,0,test
0,0.2295081967213115,0.0,0.0,0.0,0.131578947368421,0.2490974729241877,0.0,1,0,0,0,0,0,0,test
1,0.0819672131147541,0.0,0.0,0.0,0.0,0.2483754512635378,0.0052180395080134,0,0,0,1,0,0,0,train
1,0.1475409836065574,0.0,0.0,0.0,0.0,0.2490974729241877,0.0003727171077152,1,0,0,0,0,0,0,train
0,0.3934426229508196,0.0,0.0,0.0,0.0,0.2469314079422382,0.0070816250465896,0,0,1,0,0,0,0,train
1,0.0983606557377049,0.0,0.125,0.0,0.2368421052631578,0.2483754512635378,0.0018635855385762,0,0,0,0,0,1,1,train
1,0.1475409836065574,0.0,0.0,0.0,0.0,0.2490974729241877,0.0063361908311591,1,0,0,0,0,0,0,train
0,0.5409836065573771,0.0,0.0,0.0,0.0,0.2490974729241877,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.6229508196721312,0.0,0.0,0.0,0.0,0.2490974729241877,0.0003727171077152,0,0,1,0,0,0,0,test
1,0.180327868852459,0.0,0.0,0.0,0.1842105263157894,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,test
1,0.5737704918032788,0.0,0.0,0.0,0.1578947368421052,0.1220216606498194,0.0648527767424524,0,0,1,0,0,0,0,train
1,0.1475409836065574,0.0,0.0,0.0,0.2105263157894736,0.2483754512635378,0.0890793887439433,0,0,1,0,0,0,0,train
1,0.0983606557377049,0.0,0.125,0.0,0.0526315789473684,0.2483754512635378,0.0197540067089079,1,0,0,0,0,0,1,train
1,0.1639344262295082,0.0,0.0,0.0,0.0526315789473684,0.2490974729241877,0.0003727171077152,0,0,1,0,0,0,1,train
1,0.0491803278688524,0.0,0.125,0.0,0.0789473684210526,0.2332129963898916,0.0089452105851658,0,0,0,1,0,0,0,train
0,0.2950819672131147,0.0,0.0,0.0,0.0,0.2483754512635378,0.0044726052925829,1,0,0,0,0,0,0,train
0,0.0819672131147541,0.0,0.0,0.0,0.0263157894736842,0.2490974729241877,0.0037271710771524,0,0,0,1,0,0,0,train
1,0.1639344262295082,0.0,0.0,0.0,0.0263157894736842,0.2462093862815884,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.2950819672131147,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,0,0,1,0,0,0,0,train
1,0.0983606557377049,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
1,0.180327868852459,0.0,0.0,0.0,0.0,0.2483754512635378,0.0003727171077152,1,0,0,0,0,0,0,train
0,0.1967213114754099,0.0,0.0,0.0,0.0,0.2490974729241877,0.0014908684308609,0,0,1,0,0,0,0,train
1,0.5409836065573771,0.0,0.0,0.0,0.0263157894736842,0.2483754512635378,0.0003727171077152,0,0,0,1,0,0,0,test
1,0.2459016393442623,0.0,0.0,0.0,0.0789473684210526,0.1812274368231047,0.0011181513231457,0,0,0,0,0,1,0,train
0,0.1147540983606557,0.0,0.0,0.0,0.0526315789473684,0.1870036101083032,0.0100633619083115,1,0,0,0,0,0,0,train
