f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,target,split
0,0,0,0,0.0481283422459893,0.22764227642276424,0.2983870967741935,0.0,0.0,0,0,0,0.02654867256637168,0.029850746268656716,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.007633587786259542,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.3957219251336898,0.0,0.12096774193548387,0.32558139534883723,0.0,0,0,0,0.0,0.5895522388059702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05208333333333333,0.4594594594594595,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,test
0,0,0,0,0.3101604278074866,0.06504065040650409,0.4354838709677419,0.0,0.0,0,0,0,0.0,0.0,0.0,0.09022556390977443,0.3968253968253968,0.0,0.0,0.01020408163265306,0.02040816326530612,0.0,0.0,0.26666666666666666,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.4064171122994652,0.07317073170731703,0.0,0.0,0.0,0,0,0,0.0,0.0,0.14,0.06766917293233082,0.1746031746031746,0.27972027972027974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.25133689839572193,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.3066666666666667,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
0,0,0,0,0.2459893048128342,0.0,0.0,0.0,0.0,0,0,0,0.008849557522123894,0.007462686567164179,0.24666666666666667,0.06766917293233082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
0,0,0,0,0.3903743315508021,0.19512195121951226,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.09523809523809523,0.5734265734265734,0.07207207207207207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.2299465240641711,0.04878048780487809,0.024193548387096753,0.0,0.0,0,0,0,0.0,0.0,0.0,0.2781954887218045,0.07142857142857142,0.0,0.0,0.0,0.01020408163265306,0.061068702290076333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
0,0,0,0,0.3048128342245989,0.3902439024390244,0.06451612903225801,0.0,0.0,0,0,0,0.0,0.014925373134328358,0.0,0.0,0.3571428571428571,0.1258741258741259,0.0,0.0,0.26530612244897955,0.19083969465648853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.3262032085561497,0.0,0.0,0.0,0.0,0,0,0,0.2743362831858407,0.23134328358208955,0.0,0.015037593984962405,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.5454545454545454,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.5533333333333333,0.18796992481203006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,val
0,0,0,0,0.0267379679144385,0.29268292682926833,0.12096774193548387,0.3875968992248062,0.0,0,0,0,0.008849557522123894,0.014925373134328358,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.16326530612244897,0.20610687022900762,0.0,0.0,0.0,0.0,0.0,0.2702702702702703,0.2835820895522388,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,test
0,0,0,0,0.25133689839572193,0.24390243902439024,0.22580645161290314,0.2093023255813954,0.0,0,0,0,0.0,0.0,0.02,0.0,0.0,0.22377622377622378,0.40540540540540543,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.3048128342245989,0.11382113821138207,0.0,0.0,0.0,0,0,0,0.0,0.029850746268656716,0.006666666666666667,0.0,0.09523809523809523,0.40559440559440557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
0,0,0,0,0.2994652406417112,0.008130081300813052,0.0,0.03875968992248058,0.037735849056603876,0,0,0,0.0,0.0,0.02,0.022556390977443608,0.38888888888888884,0.03496503496503497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.043478260869565216,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.2620320855614973,0.05691056910569103,0.0,0.0,0.0,0,0,0,0.1592920353982301,0.22388059701492538,0.0,0.007518796992481203,0.007936507936507936,0.0,0.0,0.030612244897959183,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
0,0,0,0,0.3315508021390374,0.03252032520325199,0.048387096774193505,0.015503875968992276,0.0,0,0,0,0.0,0.007462686567164179,0.21333333333333335,0.23308270676691728,0.0,0.0,0.036036036036036036,0.030612244897959183,0.0,0.0,0.0,0.0,0.014285714285714285,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.27807486631016043,0.0,0.0,0.0,0.0,0,0,0,0.0,0.014925373134328358,0.26,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.320855614973262,0.024390243902439046,0.0,0.0,0.0,0,0,0,0.008849557522123894,0.022388059701492536,0.006666666666666667,0.0,0.38095238095238093,0.0979020979020979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.2192513368983957,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.12030075187969924,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.4224598930481283,0.016260162601625994,0.0,0.0,0.0,0,0,0,0.0,0.0,0.17333333333333334,0.42105263157894735,0.0,0.013986013986013986,0.009009009009009009,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.3048128342245989,0.0,0.0,0.0,0.0,0,0,0,0.017699115044247787,0.07462686567164178,0.02,0.3458646616541353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.5561497326203209,0.0,0.0,0.0,0.0,0,0,0,0.0,0.22388059701492538,0.12000000000000001,0.0,0.49206349206349204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,test
0,0,0,0,0.2406417112299465,0.0,0.048387096774193505,0.0,0.0,0,0,0,0.0,0.27611940298507465,0.060000000000000005,0.0,0.007936507936507936,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,test
0,0,0,0,0.4491978609625668,0.0,0.0,0.0,0.0,0,0,0,0.49557522123893805,0.04477611940298507,0.0,0.09022556390977443,0.1111111111111111,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.1764705882352941,0.2032520325203252,0.32258064516129026,0.4418604651162791,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.13286713286713286,0.3783783783783784,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.009259259259259259,0.5625,0.20270270270270271,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.4064171122994652,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.10666666666666667,0.49624060150375937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.2459893048128342,0.024390243902439046,0.27419354838709675,0.15503875968992253,0.0,0,0,0,0.04424778761061947,0.31343283582089554,0.0,0.0,0.0,0.0,0.04504504504504504,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.25,0.14583333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.22459893048128343,0.07317073170731703,0.0,0.0,0.0,0,0,0,0.0,0.0,0.03333333333333333,0.03007518796992481,0.05555555555555555,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.6684491978609626,0.2845528455284553,0.0,0.0,0.0,0,0,0,0.0,0.27611940298507465,0.16666666666666669,0.0,0.14285714285714285,0.23776223776223776,0.4954954954954955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.2994652406417112,0.0,0.0,0.0,0.0,0,0,0,0.4070796460176991,0.08208955223880597,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.34759358288770054,0.0,0.0,0.0,0.0,0,0,0,0.0,0.022388059701492536,0.26666666666666666,0.19548872180451127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.3903743315508021,0.22764227642276424,0.024193548387096753,0.0,0.0,0,0,0,0.0,0.0,0.04,0.42105263157894735,0.0,0.0,0.17117117117117117,0.26530612244897955,0.0,0.0,0.0,0.022222222222222223,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.2459893048128342,0.1382113821138211,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.007518796992481203,0.023809523809523808,0.36363636363636365,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.3262032085561497,0.0,0.048387096774193505,0.0,0.0,0,0,0,0.0,0.014925373134328358,0.006666666666666667,0.14285714285714285,0.3412698412698413,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.267379679144385,0.0,0.0,0.0,0.0,0,0,0,0.37168141592920356,0.03731343283582089,0.013333333333333334,0.007518796992481203,0.015873015873015872,0.02097902097902098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.4973262032085561,0.46341463414634154,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.07142857142857142,0.44755244755244755,0.7567567567567568,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.11764705882352941,0.0,0.0,0.0,0.0,0,0,0,0.0,0.04477611940298507,0.1,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.4224598930481283,0.0,0.0,0.0,0.0,0,0,0,0.2920353982300885,0.3805970149253731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.2459893048128342,0.09756097560975607,0.056451612903225756,0.03100775193798455,0.0,0,0,0,0.0,0.0,0.0,0.0,0.07936507936507936,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.49197860962566836,0.08943089430894313,0.016129032258064502,0.0,0.0,0,0,0,0.20353982300884954,0.17164179104477612,0.013333333333333334,0.0,0.11904761904761904,0.32867132867132864,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,test
0,0,0,0,0.03208556149732619,0.3170731707317074,0.040322580645161255,0.0,0.0,0,0,0,0.0,0.022388059701492536,0.02,0.0,0.0,0.0,0.0,0.0,0.3061224489795918,0.10687022900763359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.1229946524064171,0.1869918699186992,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03496503496503497,0.36036036036036034,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.0,0.024390243902439046,0.032258064516129004,0.007751937984496138,0.6226415094339622,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015267175572519083,0.042105263157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.8205128205128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.22459893048128343,0.21138211382113825,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.007518796992481203,0.023809523809523808,0.20279720279720279,0.34234234234234234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.588235294117647,0.07317073170731703,0.0,0.0,0.0,0,0,0,0.0,0.007462686567164179,0.3066666666666667,0.14285714285714285,0.19047619047619047,0.26573426573426573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.572192513368984,0.0,0.0,0.0,0.0,0,0,0,0.3008849557522124,0.3582089552238806,0.21333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.016042780748663096,0.3252032520325203,0.032258064516129004,0.0,0.0,0,0,0,0.0,0.0,0.013333333333333334,0.007518796992481203,0.0,0.0,0.0,0.0,0.32653061224489793,0.0916030534351145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.6737967914438503,0.07317073170731703,0.0,0.0,0.0,0,0,0,0.0,0.0,0.2066666666666667,0.24812030075187969,0.3412698412698413,0.2517482517482518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.016042780748663096,0.1544715447154471,0.0,0.0,0.0,0,0,0,0.0,0.0,0.013333333333333334,0.007518796992481203,0.0,0.0,0.0,0.0,0.19387755102040816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.2566844919786096,0.34959349593495936,0.33870967741935476,0.007751937984496138,0.0,0,0,0,0.0,0.0,0.07333333333333333,0.2781954887218045,0.0,0.0,0.05405405405405406,0.01020408163265306,0.0,0.1297709923664122,0.6,0.0,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.3262032085561497,0.03252032520325199,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.49206349206349204,0.006993006993006993,0.018018018018018018,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.25133689839572193,0.13008130081300817,0.0,0.015503875968992276,0.07547169811320764,0,0,0,0.008849557522123894,0.014925373134328358,0.0,0.0,0.007936507936507936,0.4195804195804196,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.02564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.1711229946524064,0.2520325203252033,0.2338709677419355,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.018018018018018018,0.0,0.0,0.0,0.37894736842105264,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.7647058823529411,0.1382113821138211,0.0,0.0,0.0,0,0,0,0.4070796460176991,0.208955223880597,0.12000000000000001,0.0,0.03968253968253968,0.5034965034965035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.3636363636363636,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.26,0.2556390977443609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,train
0,0,0,0,0.518716577540107,0.3170731707317074,0.0,0.0,0.0,0,0,0,0.0,0.0,0.26,0.2932330827067669,0.007936507936507936,0.02097902097902098,0.22522522522522523,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,val
0,0,0,0,0.25133689839572193,0.0,0.5887096774193549,0.13953488372093026,0.0,0,0,0,0.20353982300884954,0.17164179104477612,0.013333333333333334,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.3368983957219251,0.14634146341463417,0.032258064516129004,0.0,0.0,0,0,0,0.008849557522123894,0.014925373134328358,0.0,0.015037593984962405,0.09523809523809523,0.46853146853146854,0.0,0.0,0.0,0.0,0.042105263157894736,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,val
0,0,0,0,0.1925133689839572,0.19512195121951226,0.0,0.0,0.0,0,0,0,0.0,0.0,0.006666666666666667,0.007518796992481203,0.0,0.15384615384615385,0.35135135135135137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.43315508021390375,0.21138211382113825,0.22580645161290314,0.0,0.0,0,0,0,0.07964601769911504,0.27611940298507465,0.0,0.0,0.1746031746031746,0.16783216783216784,0.0,0.0,0.0,0.0,0.43157894736842106,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
0,0,0,0,0.22459893048128343,0.2195121951219512,0.20967741935483863,0.0,0.0,0,0,0,0.017699115044247787,0.014925373134328358,0.013333333333333334,0.0,0.1746031746031746,0.16783216783216784,0.0,0.0,0.0,0.022900763358778626,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,train
