estimate_of_risk,months_since_first_trade,months_since_last_trade,average_duration_of_resolution,number_of_satisfactory_trades,nr_trades_insolvent_for_over_60_days,nr_trades_insolvent_for_over_90_days,percentage_of_legal_trades,months_since_last_illegal_trade,maximum_illegal_trades_over_last_year,maximum_illegal_trades,nr_total_trades,nr_trades_initiated_in_last_year,percentage_of_installment_trades,months_since_last_inquiry_not_recent,nr_inquiries_in_last_6_months,nr_inquiries_in_last_6_months_not_recent,net_fraction_of_revolving_burden,net_fraction_of_installment_burden,nr_revolving_trades_with_balance,nr_installment_trades_with_balance,nr_banks_with_high_ratio,percentage_trades_with_balance,target,split
0.8834951456310679,0.1715686274509804,0.03571428571428571,0.14285714285714285,0.2840909090909091,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.22123893805309736,0.42857142857142855,0.3669724770642202,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.09958506224066391,0.47317073170731705,0.3170731707317073,0.3928571428571428,0.3333333333333333,0.6972477064220184,0,train
0.5728155339805825,0.522875816993464,0.08673469387755102,0.21683673469387754,0.23863636363636365,0.3571428571428571,0.3214285714285714,0.6330275229357798,0.11956521739130434,0.6666666666666666,0.8235294117647058,0.21238938053097345,0.3214285714285714,0.26605504587155965,0.2727272727272727,0.13333333333333333,0.13333333333333333,0.3858921161825726,0.35609756097560974,0.3414634146341463,0.3928571428571428,0.4074074074074074,0.8899082568807339,1,train
0.8058252427184465,0.4624183006535948,0.028061224489795915,0.1913265306122449,0.36363636363636365,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8333333333333333,1.0,0.3274336283185841,0.46428571428571425,0.44036697247706424,0.2727272727272727,0.14666666666666667,0.14666666666666667,0.11203319502074688,0.36097560975609755,0.29268292682926833,0.49999999999999994,0.37037037037037035,0.6972477064220184,1,train
0.7572815533980581,0.43300653594771243,0.03826530612244898,0.3214285714285714,0.2272727272727273,0.3571428571428571,0.3571428571428571,1.0,0.021739130434782594,0.8888888888888888,1.0,0.20353982300884954,0.3571428571428571,0.1559633027522936,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.09128630705394192,0.004878048780487802,0.2682926829268293,0.0357142857142857,0.3333333333333333,0.6972477064220184,0,test
0.6990291262135921,0.4428104575163399,0.08928571428571427,0.26530612244897955,0.13636363636363635,0.3928571428571428,0.3928571428571428,0.7706422018348624,0.3913043478260869,0.8333333333333333,0.7647058823529411,0.1327433628318584,0.3214285714285714,1.0,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.004149377593360995,0.004878048780487802,0.02439024390243902,0.3571428571428571,0.037037037037037035,1.0,1,train
0.6990291262135921,0.315359477124183,0.030612244897959183,0.2193877551020408,0.48863636363636365,0.3214285714285714,0.3214285714285714,0.9724770642201834,0.44565217391304346,0.8333333333333333,0.8823529411764706,0.39823008849557523,0.3928571428571428,0.41284403669724773,0.2727272727272727,0.26666666666666666,0.25333333333333335,0.33195020746887965,0.43414634146341463,0.46341463414634143,0.3928571428571428,0.4444444444444444,0.834862385321101,1,test
0.6796116504854368,0.43300653594771243,0.07142857142857142,0.19642857142857142,0.26136363636363635,0.3214285714285714,0.3214285714285714,0.8807339449541285,0.09782608695652173,0.7222222222222222,0.8823529411764706,0.21238938053097345,0.3214285714285714,0.3853211009174312,0.2727272727272727,0.14666666666666667,0.13333333333333333,0.29460580912863066,0.375609756097561,0.29268292682926833,0.42857142857142855,0.37037037037037035,0.871559633027523,1,train
0.6893203883495145,0.22875816993464054,0.033163265306122444,0.17346938775510204,0.2840909090909091,0.46428571428571425,0.3928571428571428,0.8073394495412844,0.34782608695652173,0.8333333333333333,0.8235294117647058,0.25663716814159293,0.46428571428571425,0.6146788990825689,0.2727272727272727,0.17333333333333334,0.17333333333333334,0.14107883817427386,0.4878048780487805,0.29268292682926833,0.46428571428571425,0.37037037037037035,0.724770642201835,1,train
0.9514563106796116,0.41339869281045755,0.04591836734693877,0.39795918367346933,0.21590909090909094,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.16814159292035397,0.3571428571428571,0.1743119266055046,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.049792531120331954,0.004878048780487802,0.2682926829268293,0.0357142857142857,0.3333333333333333,0.5412844036697249,1,train
0.7184466019417475,0.08496732026143791,0.028061224489795915,0.08928571428571427,0.27272727272727276,0.3571428571428571,0.3571428571428571,1.0,0.021739130434782594,0.8888888888888888,1.0,0.23008849557522126,0.3928571428571428,0.3119266055045872,0.2727272727272727,0.17333333333333334,0.17333333333333334,0.16597510373443983,0.44878048780487806,0.3414634146341463,0.3571428571428571,0.3333333333333333,0.7706422018348624,1,test
0.6407766990291262,0.2549019607843137,0.033163265306122444,0.20918367346938774,0.4090909090909091,0.3571428571428571,0.3571428571428571,0.9724770642201834,0.10869565217391303,0.5,0.6470588235294118,0.35398230088495575,0.3928571428571428,0.5229357798165137,0.2727272727272727,0.17333333333333334,0.17333333333333334,0.21991701244813278,0.46829268292682924,0.29268292682926833,0.3928571428571428,0.4444444444444444,0.5963302752293578,1,test
0.7864077669902911,0.611111111111111,0.0510204081632653,0.2346938775510204,0.3522727272727273,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.2743362831858407,0.3571428571428571,0.45871559633027525,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.24066390041493776,0.15609756097560976,0.36585365853658536,0.3928571428571428,0.37037037037037035,0.7522935779816513,1,train
0.7864077669902911,0.1519607843137255,0.033163265306122444,0.15816326530612243,0.4318181818181818,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.34513274336283184,0.3928571428571428,0.3302752293577982,0.2727272727272727,0.13333333333333333,0.13333333333333333,0.2157676348547718,0.27804878048780485,0.43902439024390244,0.49999999999999994,0.4444444444444444,0.6697247706422018,0,test
0.7184466019417475,0.1584967320261438,0.04591836734693877,0.1377551020408163,0.3295454545454546,0.3214285714285714,0.3214285714285714,0.8623853211009174,0.10869565217391303,0.7222222222222222,0.8823529411764706,0.25663716814159293,0.3571428571428571,0.26605504587155965,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.0954356846473029,0.39024390243902435,0.3170731707317073,0.3928571428571428,0.37037037037037035,0.5412844036697249,1,test
0.7087378640776698,0.16339869281045752,0.033163265306122444,0.16326530612244897,0.3181818181818182,0.3571428571428571,0.3571428571428571,0.9082568807339451,0.09782608695652173,0.5,0.6470588235294118,0.25663716814159293,0.3928571428571428,0.5412844036697249,0.2727272727272727,0.14666666666666667,0.14666666666666667,0.13692946058091288,0.43902439024390244,0.36585365853658536,0.42857142857142855,0.37037037037037035,0.834862385321101,1,train
0.6504854368932038,0.4477124183006536,0.030612244897959183,0.22448979591836732,0.3863636363636364,0.3928571428571428,0.3571428571428571,0.9357798165137614,0.23913043478260868,0.5,0.8235294117647058,0.3274336283185841,0.3928571428571428,0.5229357798165137,0.2727272727272727,0.13333333333333333,0.13333333333333333,0.2987551867219917,0.28780487804878047,0.41463414634146345,0.3928571428571428,0.3333333333333333,0.9174311926605505,1,train
0.6504854368932038,0.25980392156862747,0.06377551020408162,0.20663265306122447,0.3068181818181818,0.3928571428571428,0.3214285714285714,0.5871559633027523,0.14130434782608695,0.7222222222222222,0.8235294117647058,0.2743362831858407,0.3214285714285714,0.4954128440366973,0.2727272727272727,0.13333333333333333,0.13333333333333333,0.3651452282157676,0.2292682926829268,0.3902439024390244,0.42857142857142855,0.3333333333333333,0.9174311926605505,1,train
0.8543689320388348,0.27941176470588236,0.04081632653061224,0.2627551020408163,0.29545454545454547,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.23008849557522126,0.3571428571428571,0.3486238532110092,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.15352697095435686,0.004878048780487802,0.29268292682926833,0.3571428571428571,0.37037037037037035,0.6055045871559632,1,train
0.7281553398058251,0.47875816993464054,0.10459183673469387,0.29591836734693877,0.27272727272727276,0.3928571428571428,0.3928571428571428,0.834862385321101,0.13043478260869565,0.7222222222222222,0.7647058823529411,0.23008849557522126,0.3214285714285714,0.5688073394495413,0.2727272727272727,0.13333333333333333,0.13333333333333333,0.11618257261410789,0.28780487804878047,0.29268292682926833,0.3928571428571428,0.37037037037037035,0.6605504587155964,1,train
0.7572815533980581,0.7924836601307189,0.0433673469387755,0.423469387755102,0.5340909090909091,0.46428571428571425,0.46428571428571425,1.0,0.021739130434782594,0.8333333333333333,1.0,0.4247787610619469,0.3571428571428571,0.41284403669724773,0.2727272727272727,0.17333333333333334,0.17333333333333334,0.24481327800829877,0.3073170731707317,0.5609756097560976,0.3928571428571428,0.48148148148148145,0.8990825688073394,1,train
0.7766990291262135,0.30718954248366015,0.030612244897959183,0.18112244897959182,0.27272727272727276,0.42857142857142855,0.3928571428571428,0.8440366972477065,0.5,0.8333333333333333,0.6470588235294118,0.23893805309734512,0.46428571428571425,0.3853211009174312,0.2727272727272727,0.18666666666666668,0.18666666666666668,0.058091286307053944,0.08780487804878048,0.24390243902439024,0.3571428571428571,0.3333333333333333,0.28440366972477066,0,test
0.6116504854368932,0.20098039215686275,0.05357142857142857,0.14795918367346939,0.20454545454545456,0.42857142857142855,0.42857142857142855,0.6697247706422018,0.14130434782608695,0.5,0.6470588235294118,0.18584070796460178,0.3214285714285714,0.3302752293577982,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.29460580912863066,0.11219512195121951,0.36585365853658536,0.3928571428571428,0.37037037037037035,1.0,1,train
0.7475728155339805,0.23202614379084968,0.04081632653061224,0.13520408163265304,0.5454545454545454,0.3928571428571428,0.3928571428571428,1.0,0.021739130434782594,0.8333333333333333,1.0,0.4247787610619469,0.46428571428571425,0.6972477064220184,0.2727272727272727,0.14666666666666667,0.14666666666666667,0.09958506224066391,0.39999999999999997,0.3414634146341463,0.3928571428571428,0.3333333333333333,0.5412844036697249,1,train
0.8155339805825241,0.2826797385620915,0.033163265306122444,0.1913265306122449,0.3181818181818182,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.24778761061946902,0.3928571428571428,0.27522935779816515,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.2572614107883817,0.4926829268292683,0.3414634146341463,0.3571428571428571,0.37037037037037035,0.5871559633027523,0,train
0.7378640776699028,0.20751633986928106,0.03826530612244898,0.1173469387755102,0.36363636363636365,0.3928571428571428,0.3928571428571428,0.8899082568807339,0.858695652173913,0.8333333333333333,0.6470588235294118,0.30973451327433627,0.49999999999999994,0.46788990825688076,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.16597510373443983,0.3853658536585366,0.3414634146341463,0.42857142857142855,0.37037037037037035,0.6972477064220184,1,test
0.9417475728155339,0.2647058823529412,0.10714285714285714,0.2576530612244898,0.25,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.20353982300884954,0.3214285714285714,0.14678899082568808,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.04149377593360996,0.004878048780487802,0.24390243902439024,0.0357142857142857,0.3333333333333333,0.3119266055045872,0,train
0.5825242718446602,0.3186274509803922,0.05612244897959183,0.26785714285714285,0.3522727272727273,0.42857142857142855,0.3571428571428571,0.8532110091743119,0.11956521739130434,0.5,0.6470588235294118,0.3008849557522124,0.3214285714285714,0.5963302752293578,0.2727272727272727,0.17333333333333334,0.16,0.3651452282157676,0.28780487804878047,0.3414634146341463,0.42857142857142855,0.4444444444444444,1.0,1,test
0.7669902912621358,0.22222222222222224,0.08673469387755102,0.1683673469387755,0.36363636363636365,0.3214285714285714,0.3214285714285714,0.963302752293578,0.010869565217391297,0.8333333333333333,0.8823529411764706,0.2920353982300885,0.3214285714285714,0.2018348623853211,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.24896265560165975,0.004878048780487802,0.43902439024390244,0.0357142857142857,0.37037037037037035,0.6972477064220184,1,train
0.7184466019417475,0.2042483660130719,0.04846938775510204,0.1173469387755102,0.26136363636363635,0.3571428571428571,0.3571428571428571,0.9357798165137614,0.8804347826086956,0.8333333333333333,0.6470588235294118,0.21238938053097345,0.3571428571428571,0.2018348623853211,0.2727272727272727,0.14666666666666667,0.14666666666666667,0.25311203319502074,0.004878048780487802,0.29268292682926833,0.3571428571428571,0.4074074074074074,0.5963302752293578,1,train
0.8446601941747571,0.04901960784313726,0.033163265306122444,0.05612244897959183,0.2272727272727273,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.17699115044247787,0.49999999999999994,0.6697247706422018,0.2727272727272727,0.16,0.16,0.06639004149377593,0.004878048780487802,0.29268292682926833,0.0357142857142857,0.3333333333333333,0.7706422018348624,1,train
0.9223300970873786,0.5343137254901961,0.06887755102040816,0.25255102040816324,0.25,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.19469026548672566,0.3214285714285714,0.6513761467889909,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.03734439834024896,0.25853658536585367,0.21951219512195122,0.3928571428571428,0.037037037037037035,0.5412844036697249,0,train
0.9611650485436892,0.39052287581699346,0.05612244897959183,0.20918367346938774,0.2272727272727273,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.19469026548672566,0.3214285714285714,0.6513761467889909,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.04149377593360996,0.39024390243902435,0.24390243902439024,0.46428571428571425,0.3333333333333333,0.7339449541284404,0,test
0.8252427184466018,0.4934640522875817,0.033163265306122444,0.211734693877551,0.4772727272727273,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.38053097345132747,0.3571428571428571,0.43119266055045874,0.2727272727272727,0.14666666666666667,0.14666666666666667,0.19087136929460582,0.004878048780487802,0.5365853658536586,0.3571428571428571,0.3333333333333333,0.8899082568807339,1,train
0.7669902912621358,0.07516339869281045,0.033163265306122444,0.07397959183673469,0.3181818181818182,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.25663716814159293,0.3928571428571428,0.26605504587155965,0.2727272727272727,0.16,0.16,0.21161825726141079,0.39999999999999997,0.2682926829268293,0.3928571428571428,0.37037037037037035,0.5412844036697249,1,train
0.7961165048543688,0.43137254901960786,0.06377551020408162,0.2780612244897959,0.5568181818181819,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.4690265486725664,0.3214285714285714,0.29357798165137616,0.2727272727272727,0.13333333333333333,0.13333333333333333,0.3651452282157676,0.004878048780487802,0.6585365853658537,0.3571428571428571,0.8148148148148148,0.8165137614678899,1,test
0.7864077669902911,0.3562091503267974,0.028061224489795915,0.26530612244897955,0.5681818181818182,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.4513274336283186,0.42857142857142855,0.43119266055045874,0.2727272727272727,0.13333333333333333,0.13333333333333333,0.21161825726141079,0.004878048780487802,0.3902439024390244,0.3928571428571428,0.4074074074074074,0.834862385321101,1,train
0.8932038834951456,0.6650326797385621,0.030612244897959183,0.3239795918367347,0.4318181818181818,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.336283185840708,0.3928571428571428,0.3669724770642202,0.2727272727272727,0.16,0.16,0.12863070539419086,0.46829268292682924,0.36585365853658536,0.42857142857142855,0.3333333333333333,0.7155963302752293,0,train
0.9320388349514562,0.5473856209150326,0.04081632653061224,0.3061224489795918,0.39772727272727276,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.34513274336283184,0.3571428571428571,0.44954128440366975,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.08713692946058091,0.47804878048780486,0.29268292682926833,0.3928571428571428,0.3333333333333333,0.5963302752293578,0,train
0.6213592233009708,0.20098039215686275,0.03826530612244898,0.17346938775510204,0.3181818181818182,0.3214285714285714,0.3214285714285714,0.8990825688073394,0.15217391304347824,0.7222222222222222,0.8823529411764706,0.24778761061946902,0.3571428571428571,0.5688073394495413,0.2727272727272727,0.13333333333333333,0.13333333333333333,0.43983402489626555,0.48292682926829267,0.41463414634146345,0.3928571428571428,0.5555555555555556,1.0,1,train
0.7184466019417475,0.795751633986928,0.05357142857142857,0.2704081632653061,0.6022727272727273,0.3214285714285714,0.3214285714285714,0.8990825688073394,0.10869565217391303,0.7222222222222222,0.8823529411764706,0.49557522123893805,0.3214285714285714,0.3761467889908257,0.2727272727272727,0.24000000000000002,0.24000000000000002,0.2987551867219917,0.004878048780487802,0.43902439024390244,0.0357142857142857,0.5555555555555556,0.6330275229357798,1,train
0.8446601941747571,0.3366013071895425,0.08163265306122448,0.2551020408163265,0.27272727272727276,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.23008849557522126,0.3214285714285714,0.45871559633027525,0.2727272727272727,0.18666666666666668,0.18666666666666668,0.2738589211618257,0.2,0.2682926829268293,0.3928571428571428,0.037037037037037035,0.6972477064220184,1,train
0.8543689320388348,0.411764705882353,0.06632653061224489,0.2193877551020408,0.5,0.3214285714285714,0.3214285714285714,0.9724770642201834,0.8260869565217391,0.8333333333333333,0.8823529411764706,0.4247787610619469,0.3214285714285714,0.41284403669724773,0.2727272727272727,0.14666666666666667,0.14666666666666667,0.12033195020746887,0.004878048780487802,0.3170731707317073,0.3571428571428571,0.3333333333333333,0.5963302752293578,0,train
0.8155339805825241,0.3137254901960784,0.06887755102040816,0.2576530612244898,0.34090909090909094,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.2743362831858407,0.3214285714285714,0.3302752293577982,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.40248962655601656,0.4878048780487805,0.43902439024390244,0.42857142857142855,0.5185185185185185,0.9357798165137614,1,train
0.7669902912621358,0.30228758169934644,0.0433673469387755,0.26785714285714285,0.3295454545454546,0.3214285714285714,0.3214285714285714,0.9541284403669725,0.2826086956521739,0.7777777777777778,0.8823529411764706,0.25663716814159293,0.3571428571428571,0.3577981651376147,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.34439834024896265,0.39024390243902435,0.41463414634146345,0.46428571428571425,0.4444444444444444,0.871559633027523,1,train
0.8446601941747571,0.6160130718954248,0.03826530612244898,0.211734693877551,0.5795454545454546,0.3214285714285714,0.3214285714285714,0.9816513761467891,0.34782608695652173,0.7777777777777778,0.8823529411764706,0.46017699115044247,0.42857142857142855,0.5321100917431193,0.2727272727272727,0.16,0.16,0.07883817427385892,0.13658536585365855,0.41463414634146345,0.3928571428571428,0.3333333333333333,0.6972477064220184,1,train
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,train
0.8155339805825241,0.5049019607843137,0.0586734693877551,0.33928571428571425,0.3522727272727273,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.2831858407079646,0.3214285714285714,0.44036697247706424,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.2738589211618257,0.004878048780487802,0.3170731707317073,0.3571428571428571,0.37037037037037035,1.0,1,train
0.8252427184466018,0.25980392156862747,0.0510204081632653,0.1607142857142857,0.26136363636363635,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.21238938053097345,0.3571428571428571,0.44954128440366975,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.17012448132780084,0.5121951219512195,0.3170731707317073,0.3928571428571428,0.3333333333333333,0.7706422018348624,1,train
0.7864077669902911,0.28921568627450983,0.0433673469387755,0.18112244897959182,0.21590909090909094,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.17699115044247787,0.3571428571428571,0.24770642201834864,0.2727272727272727,0.18666666666666668,0.18666666666666668,0.2863070539419087,0.44390243902439025,0.3902439024390244,0.3571428571428571,0.3333333333333333,1.0,1,test
0.6213592233009708,0.20751633986928106,0.033163265306122444,0.19897959183673466,0.23863636363636365,0.5714285714285714,0.46428571428571425,0.5412844036697249,0.14130434782608695,0.6666666666666666,0.7058823529411764,0.2743362831858407,0.3928571428571428,0.3302752293577982,0.2727272727272727,0.14666666666666667,0.14666666666666667,0.3651452282157676,0.4292682926829268,0.3414634146341463,0.3928571428571428,0.4074074074074074,0.8899082568807339,1,train
0.8058252427184465,0.4673202614379085,0.09948979591836733,0.336734693877551,0.375,0.3214285714285714,0.3214285714285714,0.8899082568807339,0.22826086956521738,0.8333333333333333,0.8823529411764706,0.2920353982300885,0.3214285714285714,0.3119266055045872,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.22406639004149378,0.004878048780487802,0.5121951219512195,0.3571428571428571,0.4074074074074074,0.9357798165137614,1,train
0.6990291262135921,0.29901960784313725,0.02551020408163265,0.18112244897959182,0.2272727272727273,0.3571428571428571,0.3214285714285714,0.8073394495412844,0.15217391304347824,0.6666666666666666,0.8235294117647058,0.20353982300884954,0.3571428571428571,0.3486238532110092,0.2727272727272727,0.18666666666666668,0.18666666666666668,0.19087136929460582,0.5365853658536586,0.3414634146341463,0.3928571428571428,0.4074074074074074,0.724770642201835,1,train
0.8737864077669902,0.238562091503268,0.04591836734693877,0.1913265306122449,0.48863636363636365,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.38053097345132747,0.3571428571428571,0.6513761467889909,0.2727272727272727,0.13333333333333333,0.13333333333333333,0.13692946058091288,0.4926829268292683,0.29268292682926833,0.46428571428571425,0.3333333333333333,0.798165137614679,1,train
0.8737864077669902,0.22058823529411767,0.04591836734693877,0.22193877551020405,0.3068181818181818,0.3214285714285714,0.3214285714285714,1.0,0.021739130434782594,0.8888888888888888,1.0,0.23893805309734512,0.3571428571428571,0.8440366972477065,0.2727272727272727,0.12000000000000001,0.12000000000000001,0.03734439834024896,0.35609756097560974,0.24390243902439024,0.42857142857142855,0.037037037037037035,0.8165137614678899,0,train
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,train
0.6601941747572815,0.411764705882353,0.0510204081632653,0.22448979591836732,0.5340909090909091,0.3571428571428571,0.3571428571428571,0.7798165137614679,0.17391304347826086,0.7222222222222222,0.8823529411764706,0.46017699115044247,0.3571428571428571,0.5412844036697249,0.2727272727272727,0.13333333333333333,0.13333333333333333,0.2987551867219917,0.424390243902439,0.3902439024390244,0.46428571428571425,0.48148148148148145,0.871559633027523,1,train
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,test
