checking_account_status,account_life_in_months,credit_status,current_credit,current_savings,employed_since,installment_rate_percentage,CAT_is_male,marital_status,guarantors,years_living_in_current_residence,age,installment_plans,housing_status,nr_credit_accounts_in_bank,job_status,number_of_people_in_support,has_registered_phone_number,CAT_is_foreign,CAT_loan_purpose_business,CAT_loan_purpose_domestic appliances,CAT_loan_purpose_education,CAT_loan_purpose_furniture/equipment,CAT_loan_purpose_new car,CAT_loan_purpose_others,CAT_loan_purpose_radio/television,CAT_loan_purpose_repairs,CAT_loan_purpose_retraining,CAT_loan_purpose_used car,target,split
0.3333333333333333,0.03571428571428571,0.5,0.15131788882506858,0.75,0.5,0.3333333333333333,0,0.5,0.0,0.6666666666666667,0.44642857142857145,1.0,0.5,0.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,1,0,0,0,0,test
0.3333333333333333,0.10714285714285712,1.0,0.125406854298296,0.25,0.25,0.0,0,0.5,0.0,0.6666666666666667,0.5178571428571428,1.0,0.5,0.3333333333333333,0.3333333333333333,1,0,1,0,0,0,0,1,0,0,0,0,0,0,test
0.6666666666666666,0.14285714285714285,1.0,0.09751739102686834,0.5,0.25,0.6666666666666667,0,0.5,0.0,1.0,0.44642857142857145,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
0.0,0.10714285714285712,1.0,0.11442976577956475,0.0,0.5,0.3333333333333333,0,1.0,0.0,0.0,0.125,1.0,1.0,0.3333333333333333,0.6666666666666666,0,0,1,0,0,0,1,0,0,0,0,0,0,0,train
0.3333333333333333,0.03571428571428571,0.5,0.0700746697300402,0.25,0.5,0.0,0,0.5,0.0,0.3333333333333333,0.30357142857142855,0.0,1.0,0.0,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0,train
0.0,0.03571428571428571,0.0,0.00957304231284702,0.25,1.0,1.0,0,1.0,0.0,1.0,0.35714285714285715,1.0,1.0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
1.0,0.14285714285714285,0.25,0.008488097517391026,1.0,0.5,0.6666666666666667,1,0.0,0.0,0.6666666666666667,0.41071428571428575,1.0,0.5,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.6666666666666666,0.053571428571428575,0.5,0.1365115833811985,0.25,0.5,0.6666666666666667,0,0.5,1.0,0.3333333333333333,0.26785714285714285,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,test
0.3333333333333333,1.0,0.75,0.4186610504818431,0.25,1.0,0.6666666666666667,0,0.5,0.0,1.0,0.7857142857142858,1.0,1.0,0.3333333333333333,0.6666666666666666,0,1,0,1,0,0,0,0,0,0,0,0,0,1,train
0.6666666666666666,0.24999999999999997,0.5,0.10447380177420383,1.0,0.25,0.6666666666666667,0,1.0,0.0,0.6666666666666667,0.30357142857142855,0.0,1.0,0.0,0.6666666666666666,0,1,0,1,0,0,0,0,0,0,0,0,0,0,test
0.3333333333333333,0.3571428571428571,0.5,0.2389431361286617,0.25,0.5,0.3333333333333333,0,0.5,0.0,0.3333333333333333,0.14285714285714285,0.5,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,val
0.6666666666666666,0.24999999999999997,0.5,0.3567553768587657,0.5,0.5,0.3333333333333333,0,0.5,0.0,0.3333333333333333,0.19642857142857145,1.0,1.0,0.3333333333333333,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,0,val
0.0,0.14285714285714285,1.0,0.06305443870061905,0.0,1.0,1.0,0,0.5,0.0,1.0,0.6785714285714286,1.0,0.5,0.0,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
1.0,0.14285714285714285,0.5,0.07645669793860488,0.25,0.25,1.0,1,0.0,0.0,0.0,0.25000000000000006,0.0,1.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,train
0.6666666666666666,0.7321428571428571,1.0,0.28527666092284126,0.25,0.25,1.0,0,0.5,0.0,0.3333333333333333,0.10714285714285715,1.0,1.0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,train
0.0,0.7857142857142857,1.0,0.37232752568766353,0.25,0.5,0.0,0,0.5,0.0,0.6666666666666667,0.21428571428571425,0.0,0.0,0.0,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,0,train
1.0,0.24999999999999997,0.5,0.11640819452421979,0.25,0.5,1.0,0,0.5,0.5,0.3333333333333333,0.32142857142857145,0.5,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,1,train
1.0,0.10714285714285712,0.5,0.060565447699278824,0.25,0.5,0.3333333333333333,0,0.5,0.0,0.3333333333333333,0.32142857142857145,1.0,1.0,0.0,0.6666666666666666,0,1,0,0,1,0,0,0,0,0,0,0,0,0,test
0.6666666666666666,0.08928571428571427,0.5,0.011615291339587719,0.25,0.5,1.0,0,0.5,0.0,0.6666666666666667,0.0892857142857143,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.0,0.4642857142857143,0.5,0.1312783202501755,0.75,1.0,1.0,0,0.5,0.0,0.3333333333333333,0.19642857142857145,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,val
0.6666666666666666,0.14285714285714285,0.5,0.05628948879954049,0.75,0.5,0.6666666666666667,0,0.0,0.0,0.0,0.125,1.0,1.0,0.0,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,train
0.6666666666666666,0.24999999999999997,0.75,0.3783266322037143,0.25,0.5,0.3333333333333333,0,0.5,0.0,1.0,0.44642857142857145,1.0,1.0,0.0,0.3333333333333333,1,1,0,0,0,0,0,0,0,0,1,0,0,0,train
0.3333333333333333,0.4642857142857143,1.0,0.37724168740825836,0.5,0.75,0.0,0,1.0,0.0,1.0,0.0892857142857143,1.0,0.5,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,test
0.3333333333333333,0.7857142857142857,1.0,0.37443359499648987,0.25,1.0,1.0,1,0.0,0.0,1.0,0.6964285714285714,0.5,0.0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1,1,train
0.0,0.125,1.0,0.07128725508966749,0.25,0.25,1.0,1,0.0,0.0,1.0,0.28571428571428575,1.0,1.0,0.3333333333333333,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
0.0,0.5714285714285714,0.5,0.12910843065926353,0.75,1.0,1.0,0,0.5,0.0,1.0,0.35714285714285715,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,test
0.3333333333333333,0.03571428571428571,0.5,0.06867062352415597,0.75,0.0,0.0,1,0.0,0.0,0.3333333333333333,0.07142857142857145,1.0,0.5,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,test
0.0,0.125,1.0,0.44367860105941664,0.25,0.5,0.0,0,0.5,0.0,1.0,0.35714285714285715,1.0,1.0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
0.0,0.14285714285714285,0.5,0.11468504690790733,0.5,0.5,1.0,1,0.0,0.5,0.3333333333333333,0.16071428571428575,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.6666666666666666,0.3571428571428571,0.75,0.1312783202501755,0.0,0.25,1.0,0,0.5,0.0,0.3333333333333333,0.17857142857142855,0.0,1.0,0.0,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
0.6666666666666666,0.4107142857142857,0.75,0.36307358478524476,0.25,1.0,0.0,0,0.5,0.0,0.3333333333333333,0.19642857142857145,1.0,1.0,0.3333333333333333,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,train
0.0,0.14285714285714285,0.5,0.06292679813644776,0.25,0.5,0.6666666666666667,0,0.5,0.0,0.3333333333333333,0.10714285714285715,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,test
0.0,0.24999999999999997,0.5,0.19797051502967644,0.0,0.5,0.3333333333333333,0,0.5,0.0,0.0,0.21428571428571425,1.0,1.0,0.0,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,train
0.6666666666666666,0.5714285714285714,0.75,0.12438572978492564,0.25,1.0,1.0,0,0.5,0.0,1.0,0.6785714285714286,0.0,0.0,0.3333333333333333,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,1,train
0.0,0.03571428571428571,0.25,0.032356883017422934,0.0,0.5,0.0,0,0.5,1.0,0.3333333333333333,0.125,0.5,1.0,0.0,0.3333333333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,train
0.6666666666666666,0.14285714285714285,0.5,0.3951751866743251,0.0,0.0,0.3333333333333333,0,0.5,0.0,0.0,0.5892857142857142,1.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,train
0.0,0.5714285714285714,1.0,0.5928904205756589,0.25,0.5,0.3333333333333333,1,0.0,0.0,0.3333333333333333,0.21428571428571425,0.5,1.0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
1.0,0.24999999999999997,0.5,0.10753717531431488,0.25,1.0,0.6666666666666667,1,0.0,0.0,0.3333333333333333,0.07142857142857145,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
0.3333333333333333,0.5714285714285714,1.0,0.3799221392558555,0.25,0.25,1.0,1,0.0,0.5,1.0,0.07142857142857145,1.0,0.5,0.3333333333333333,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,1,train
0.6666666666666666,0.08928571428571427,0.5,0.0711596145254962,0.25,0.5,0.3333333333333333,0,1.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.6666666666666666,0,1,0,1,0,0,0,0,0,0,0,0,0,0,train
0.6666666666666666,0.19642857142857142,1.0,0.08047737571000063,0.0,1.0,1.0,0,0.5,1.0,1.0,0.5535714285714286,1.0,1.0,0.3333333333333333,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,train
0.6666666666666666,0.5714285714285714,0.0,0.10702661305762971,0.25,1.0,1.0,0,0.5,0.0,1.0,0.75,1.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,train
0.6666666666666666,0.7857142857142857,0.0,0.9027378901014742,0.25,0.5,0.3333333333333333,0,0.5,0.0,0.3333333333333333,0.10714285714285715,1.0,1.0,0.0,0.6666666666666666,0,1,0,1,0,0,0,0,0,0,0,0,0,1,train
0.0,0.3571428571428571,0.5,0.18539791945880402,0.25,0.25,1.0,1,0.0,0.0,1.0,0.125,1.0,1.0,0.0,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,test
0.0,0.4107142857142857,0.5,0.31361286616886846,0.0,1.0,1.0,0,0.5,0.0,1.0,0.5178571428571428,1.0,1.0,1.0,0.6666666666666666,1,1,0,0,0,0,0,0,0,0,1,0,0,0,train
0.0,0.14285714285714285,0.5,0.1209394345523007,0.25,0.25,0.3333333333333333,1,0.0,0.0,0.3333333333333333,0.17857142857142855,0.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.6666666666666666,0.14285714285714285,0.5,0.04665262620460782,1.0,0.5,1.0,0,1.0,0.0,0.0,0.0535714285714286,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
0.0,0.5714285714285714,0.5,0.09847469525815303,0.25,0.5,1.0,0,0.5,0.0,1.0,0.32142857142857145,0.5,0.0,0.0,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,1,val
0.0,0.5714285714285714,0.5,0.13517135745739994,0.0,0.5,1.0,1,0.0,0.0,1.0,0.10714285714285715,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.0,0.5714285714285714,0.5,0.501435956346927,0.25,0.5,0.0,1,0.0,0.0,0.3333333333333333,0.19642857142857145,0.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,test
0.0,0.053571428571428575,1.0,0.02897440806688365,0.0,1.0,1.0,0,0.5,0.0,0.3333333333333333,0.48214285714285715,1.0,0.5,0.3333333333333333,0.3333333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,train
0.3333333333333333,0.07142857142857142,1.0,0.056672410492054376,0.25,1.0,0.6666666666666667,0,0.5,0.0,1.0,0.5714285714285714,0.0,0.0,0.3333333333333333,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,train
0.6666666666666666,0.6785714285714286,1.0,0.3623715616823026,0.25,0.75,0.3333333333333333,1,0.0,0.0,0.0,0.39285714285714285,0.0,1.0,0.3333333333333333,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,val
0.3333333333333333,0.5714285714285714,0.5,0.10855829982768524,0.0,1.0,1.0,0,0.5,0.0,1.0,0.37499999999999994,1.0,1.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,train
0.3333333333333333,0.14285714285714285,1.0,0.07977535260705852,0.25,1.0,1.0,0,0.5,0.0,1.0,0.8392857142857144,1.0,0.0,0.3333333333333333,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
0.3333333333333333,0.6785714285714286,0.5,0.2354330206139511,0.25,0.25,1.0,0,0.5,0.0,0.6666666666666667,0.26785714285714285,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,1,train
0.6666666666666666,0.125,0.75,0.28687216797498244,0.25,0.75,0.3333333333333333,0,0.5,0.0,1.0,0.5714285714285714,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.0,0.8928571428571428,0.0,0.5845937839045248,0.0,0.5,0.3333333333333333,0,0.5,0.0,0.3333333333333333,0.35714285714285715,1.0,1.0,0.0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,1,0,test
0.6666666666666666,0.4642857142857143,0.5,0.22694492309656006,0.25,0.25,0.3333333333333333,0,1.0,0.0,0.0,0.0535714285714286,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
0.0,0.3571428571428571,0.5,0.3616695385793605,0.0,0.25,0.0,1,0.0,0.0,0.0,0.44642857142857145,1.0,1.0,0.3333333333333333,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,1,train
0.0,0.19642857142857142,0.5,0.05979960431425106,0.75,1.0,1.0,0,0.5,0.0,0.6666666666666667,0.49999999999999994,0.5,1.0,0.0,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,val
0.0,0.24999999999999997,0.5,0.08245580445465568,0.5,0.5,0.6666666666666667,1,0.0,0.0,1.0,0.0892857142857143,1.0,0.5,0.0,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
0.3333333333333333,0.3571428571428571,0.5,0.09439019720467164,0.25,1.0,1.0,1,0.0,1.0,1.0,0.6964285714285714,1.0,1.0,0.0,0.3333333333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,test
0.3333333333333333,0.10714285714285712,0.5,0.13012955517263386,0.25,1.0,0.6666666666666667,0,0.5,0.0,1.0,0.5892857142857142,1.0,1.0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.0,0.14285714285714285,1.0,0.07249984044929478,0.25,0.5,1.0,1,0.0,1.0,0.3333333333333333,0.17857142857142855,1.0,1.0,0.3333333333333333,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,test
0.6666666666666666,0.24999999999999997,1.0,0.0650328674452741,0.25,0.25,1.0,1,0.0,0.0,0.0,0.14285714285714285,1.0,1.0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
0.6666666666666666,0.5714285714285714,0.5,0.7872869998085391,0.5,0.5,0.0,0,0.5,0.0,1.0,0.49999999999999994,1.0,0.0,0.0,0.6666666666666666,1,1,0,0,0,1,0,0,0,0,0,0,0,1,train
0.3333333333333333,0.24999999999999997,0.5,0.12591741655498118,0.5,0.75,1.0,0,0.5,0.0,0.6666666666666667,0.19642857142857145,1.0,1.0,0.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,train
0.3333333333333333,0.14285714285714285,0.0,0.05309847469525815,0.25,0.75,1.0,0,0.5,0.0,0.6666666666666667,0.16071428571428575,1.0,1.0,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,1,test
0.0,0.14285714285714285,1.0,0.021826536473291212,0.25,1.0,1.0,0,0.5,0.0,1.0,0.6607142857142858,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.3333333333333333,0.14285714285714285,1.0,0.07230837960303783,0.25,1.0,1.0,0,0.5,0.0,0.6666666666666667,0.625,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,train
0.0,0.14285714285714285,1.0,0.03325036696662199,0.0,1.0,1.0,1,0.0,0.0,0.6666666666666667,0.25000000000000006,0.0,1.0,0.0,0.3333333333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,1,train
1.0,0.3571428571428571,1.0,0.213223562448146,0.0,1.0,1.0,0,0.5,0.5,1.0,0.01785714285714285,1.0,0.5,0.3333333333333333,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,train
0.6666666666666666,0.14285714285714285,0.5,0.06650073393324397,1.0,1.0,1.0,0,0.5,0.0,1.0,0.625,1.0,1.0,0.0,0.6666666666666666,0,1,0,0,0,0,0,1,0,0,0,0,0,0,train
0.6666666666666666,0.8928571428571428,0.0,0.9999999999999999,0.25,0.25,0.6666666666666667,0,0.5,0.0,1.0,0.6964285714285714,1.0,0.5,0.0,0.6666666666666666,0,1,0,1,0,0,0,0,0,0,0,0,0,1,train
0.0,0.14285714285714285,1.0,0.11079200970068288,0.0,0.75,1.0,1,0.0,0.0,0.3333333333333333,0.75,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,test
0.6666666666666666,0.24999999999999997,0.5,0.1497223817729274,0.5,0.5,1.0,0,0.5,0.0,1.0,0.26785714285714285,1.0,1.0,0.0,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,train
0.6666666666666666,0.5714285714285714,1.0,0.1315336013785181,0.25,1.0,1.0,0,0.5,0.0,1.0,0.30357142857142855,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.6666666666666666,0.2857142857142857,0.75,0.4327653328227711,0.0,0.75,0.6666666666666667,0,0.5,0.0,1.0,0.30357142857142855,0.0,0.5,0.3333333333333333,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,train
0.0,0.3571428571428571,0.5,0.07613759652817664,0.5,1.0,1.0,0,1.0,0.0,1.0,0.39285714285714285,1.0,0.5,0.0,0.3333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,train
0.6666666666666666,0.5714285714285714,0.5,0.13064011742931902,0.25,0.75,1.0,0,0.5,0.0,1.0,0.0892857142857143,1.0,0.5,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.0,0.03571428571428571,0.75,0.04186610504818431,0.25,0.5,0.6666666666666667,1,0.0,0.0,0.3333333333333333,0.0892857142857143,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,train
0.6666666666666666,0.08928571428571427,1.0,0.10485672346671772,0.25,0.75,1.0,0,0.5,0.0,0.6666666666666667,0.28571428571428575,1.0,0.5,0.0,0.6666666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,0,train
0.0,0.14285714285714285,0.5,0.13842619184376792,0.0,0.25,0.3333333333333333,0,1.0,0.0,1.0,0.125,1.0,0.5,0.0,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,1,0,train
0.6666666666666666,0.3571428571428571,1.0,0.7442721296828131,0.25,0.5,0.3333333333333333,0,0.5,0.5,0.6666666666666667,0.35714285714285715,1.0,1.0,0.3333333333333333,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,train
0.0,0.24999999999999997,0.25,0.39453698385346864,0.25,1.0,0.3333333333333333,0,0.5,0.0,1.0,0.35714285714285715,0.0,1.0,0.3333333333333333,1.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,train
0.6666666666666666,0.14285714285714285,0.5,0.3702852766609228,0.25,0.75,0.3333333333333333,0,0.5,0.0,0.3333333333333333,0.23214285714285715,1.0,1.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,test
0.3333333333333333,0.3571428571428571,0.5,0.4751420001276406,0.0,0.25,0.0,1,0.0,0.0,0.3333333333333333,0.19642857142857145,1.0,1.0,0.0,0.6666666666666666,0,1,1,0,0,0,1,0,0,0,0,0,0,0,train
0.6666666666666666,0.17857142857142858,0.5,0.07237219988512349,0.75,1.0,0.0,0,1.0,0.0,0.3333333333333333,0.28571428571428575,1.0,1.0,0.0,0.6666666666666666,0,1,0,1,0,0,0,0,0,0,0,0,0,0,train
0.6666666666666666,0.03571428571428571,0.75,0.07486119088646372,0.5,1.0,0.0,0,0.0,0.0,0.3333333333333333,0.21428571428571425,0.0,1.0,0.3333333333333333,0.6666666666666666,1,0,0,1,0,0,0,0,0,0,0,0,0,0,val
1.0,0.19642857142857142,0.5,0.007403152721935029,0.25,0.25,1.0,1,0.0,0.0,1.0,0.07142857142857145,1.0,0.5,0.0,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,0,train
