major_axis_length,minor_axis_length,log_of_sum_of_content,ratio_of_sum_of_highest_pixels_and_size,ratio_of_highest_pixel_and_size,projected_distance_highest_to_center_pixel,third_root_of_third_moment_along_major_axis,third_root_of_third_moment_along_minor_axis,angle_major_axis_to_origin,distance_origin_to_center,target,split
0.0746651482944636,0.09848380865511745,0.19035327310382089,0.3363781685316282,0.2573714624388798,0.4607628774257692,0.6293805683686478,0.5678922668483408,0.5337377777777778,0.4576045331450542,1,train
0.09713222815420196,0.07755927178963201,0.2864603655791339,0.31217172870518384,0.2352941176470588,0.43859896193878795,0.5553903761545099,0.563117877918017,0.0028222222222222225,0.4088628180111505,1,train
0.13105886006060743,0.07030742615830222,0.23531530449920468,0.3736012788307833,0.2840420803081938,0.49158724019432476,0.6483104473159974,0.5005805638274128,0.4300777777777778,0.1596146585908482,1,train
0.13027854819741921,0.08238521126914973,0.3692109133475403,0.2626170358529345,0.22240331901022373,0.49090951150880485,0.6496266152485858,0.561743656507383,0.09651111111111112,0.38591845808397385,1,test
0.1258542101128015,0.06856912319630239,0.19401506738301766,0.33980360812971,0.2536672099570307,0.4568126541876315,0.6551625812728815,0.5659505731366545,0.03612222222222222,0.4741162164509684,1,train
0.2831334936879242,0.31521782506024204,0.5573130834108715,0.07410367663850195,0.06326863238998369,0.3883296320558505,0.7174413113031003,0.6893497451818646,0.1846888888888889,0.6108707934981806,1,train
0.2643761646414438,0.09572374840213387,0.4103310622204881,0.25553779401689886,0.2458141946955104,0.386321514798141,0.6917315606878943,0.48499672193364696,0.02227777777777778,0.6477189367507931,1,test
0.2794032877721073,0.07837316944287917,0.3125731608488159,0.2273350079926924,0.1595791969180619,0.38764599913585235,0.7393105076825288,0.5725557018522826,0.022655555555555557,0.5821129450737135,1,test
0.044182015538500694,0.03966961719183384,0.10352072515532618,0.7111212605617722,0.5765298562750036,0.46477562747493895,0.6120610554200268,0.5284683665948836,0.47781333333333337,0.1394981394256858,1,train
0.2683659156290732,0.12250124430743053,0.26809136476873674,0.3452843114866408,0.2671506889909616,0.425594546732887,0.7074721337438257,0.5043501457047999,0.049183333333333336,0.7336119393230037,1,train
0.33576581389008764,0.12776614475187303,0.46069574091304744,0.13519068280429322,0.10075566750629722,0.397614960284828,0.7480009800683917,0.4817857982603565,0.0368,0.6288594984748191,1,train
0.06714135917785241,0.08455458179210967,0.1938649938469852,0.40865494405115327,0.3016743221217958,0.46552149683378163,0.6305156367071122,0.5589596980601469,0.8615322222222221,0.22144661265396928,1,test
0.06538456766464093,0.08291143820012849,0.20605096497283681,0.4738524777346426,0.32760408949473996,0.4520879115348222,0.6222471973950066,0.5034557741019537,0.29867777777777776,0.13433178851629624,1,train
0.054849183858174375,0.04381979358748632,0.06540204700303143,0.6334779630052523,0.49799970365980134,0.4722629711191951,0.5644510374165965,0.5123445316435155,0.2948088888888889,0.39539117639723664,1,test
0.09235210541688002,0.08432172637515156,0.1714740222709128,0.40363096597396664,0.2935249666617276,0.47260957872028714,0.5601140572345736,0.5708768756203894,0.0169,0.23254469979265793,1,train
0.1451138628253996,0.11388383979021086,0.39853528228832136,0.20666818908426582,0.16743221217958215,0.4743088367612738,0.6583435423790804,0.48661799729718314,0.24967777777777778,0.30167877380111846,1,train
0.2689805746944896,0.11746525257796381,0.42966053366149426,0.30577757478876455,0.26048303452363314,0.45336196790264555,0.7104157123428251,0.47129468973989863,0.004052222222222223,0.7965756316793843,1,train
0.09292853691357986,0.06999739079146723,0.2563556142509831,0.35807261931947937,0.26063120462290706,0.45851568706705503,0.610065764009474,0.5648060367231573,0.10655555555555556,0.329866883153181,1,train
0.07193824839268163,0.08385557701879288,0.2609178497463758,0.37348709751084724,0.28018965772707066,0.43322736684305807,0.5479068792988959,0.5634748488447182,0.2306377777777778,0.42521110445101656,1,train
0.2280167168487338,0.1389383810189946,0.3427079268841733,0.2042703813656086,0.1472810786783227,0.38696139830856263,0.6655587632673208,0.5605159046490992,0.017695555555555558,0.6054980465474672,1,val
0.2595521137330528,0.15991027830826812,0.5070384488399315,0.1440968257593058,0.10534894058379018,0.4959233680695902,0.7418031127824354,0.5756173043536196,0.19527777777777777,0.5532153493295997,1,train
0.12877157719906604,0.09125783584789411,0.3158147492271214,0.2430920301438685,0.17172914505852718,0.4427309581662725,0.656140696629772,0.5098983605001949,0.04722222222222222,0.3532369349155883,1,val
0.10238986017093085,0.1067126822882978,0.3147942491820993,0.2679835578899292,0.22299599940731957,0.44902584002738016,0.6501660079612802,0.5694692124889532,0.2690666666666667,0.28017918616320936,1,train
0.10386430420291998,0.06982812112866907,0.2098028033736531,0.357501712719799,0.2458141946955104,0.45302774951488484,0.6354278744234109,0.525702814055996,0.02857777777777778,0.37780236375066323,1,train
0.22272052193373817,0.15603505548405205,0.4387249752378666,0.2696962776889701,0.19706623203437545,0.3967242919951744,0.6647276581691896,0.46564485359136865,0.04967777777777778,0.7977086599479021,1,train
0.18824529088329492,0.1069358902115213,0.42972056307590734,0.2521123544188171,0.20328937620388204,0.39614316045734776,0.5546002847879892,0.577769240201511,0.0071111111111111115,0.624069390349093,1,val
0.03203369659583499,0.04997489459016789,0.09223519524567048,0.650605160995661,0.48718328641280184,0.4423835762393472,0.5979796742337888,0.5188703334865431,0.6957555555555556,0.36206466559971373,1,train
0.06863089303959806,0.08294608147308459,0.16526097787916083,0.41424982872802013,0.3290857904874796,0.47316447997051364,0.6250102090457471,0.573014034893973,0.21524333333333334,0.4772014072770084,1,train
0.020300180306699108,0.04698548709976605,0.04211063421076333,0.8782827129481616,0.6064602163283449,0.45746579802794696,0.5934502313458541,0.503033475162523,0.7622666666666666,0.22911766552317525,1,train
0.18254804182632542,0.09283958629792777,0.43182159258036434,0.22619319479333183,0.16046821751370574,0.49629349581786614,0.682262892693164,0.48453916660639385,0.04681222222222222,0.5015819396583973,1,train
0.03837980833233573,0.0665124529410604,0.13272503526728108,0.5822105503539621,0.4988887242554452,0.43906113767048716,0.6175347018781093,0.5547483743823975,0.053331111111111114,0.11710459893379245,1,train
0.10380059158839236,0.11010903860532323,0.3339136176726596,0.26707010733044073,0.1890650466735813,0.47929897959341694,0.6296520402112118,0.57582417639393,0.06124333333333333,0.4017013053689629,1,train
0.019335437190930938,0.04782438053223469,0.033166251463217056,0.8335236355332267,0.6965476366869164,0.45652963809559205,0.5779857463966507,0.5166548842929423,0.4693422222222222,0.3589622751035635,1,train
0.1880551590283625,0.11588832587479746,0.43575351922441996,0.2524548983786253,0.18817602607793746,0.41674167948175916,0.6861022040885896,0.585043721809472,0.010836666666666666,0.648458522565537,1,test
0.059658815595909104,0.06440447556004798,0.1656211543656393,0.4783055492121489,0.34508816120906793,0.4488384531757425,0.6232286861757091,0.5068945681053606,0.10957777777777779,0.37134173766547146,1,train
0.09651924573653627,0.08528998392815249,0.2266110394093106,0.3614980589175611,0.26640983849459177,0.41030480562098604,0.543981279273329,0.5172627977447318,0.0026944444444444446,0.37561370572912406,1,train
0.12365847221844975,0.100922870480204,0.2718732178767598,0.2091801781228591,0.1468365683805008,0.468339946075949,0.5266963883059376,0.5837934162325076,0.1791,0.4500151787088723,1,train
0.19499245676176946,0.09800231101327188,0.22390971576072283,0.31102991550582326,0.23677581863979846,0.35679521249823837,0.5335968154879214,0.4825355149778727,0.054155555555555554,0.5834932186000672,1,train
0.12261157336289596,0.08925247271842256,0.27211333553441197,0.2982416076729847,0.20847532967847085,0.4750991330647971,0.6572864178855379,0.5625426284725922,0.18055555555555555,0.5859807208897733,1,train
0.08811756385764453,0.06611427456328646,0.24170843713419576,0.3987211692167162,0.2797451474292487,0.47546993834817713,0.6231278385585892,0.5159287582466895,0.14389555555555555,0.3607273912486358,1,train
0.287258047154712,0.11263448935157878,0.3492811477624037,0.2613610413336378,0.23944288042672984,0.41853550206512696,0.6810356766200424,0.4844989846938022,0.08589000000000001,0.6520876529588161,1,train
0.04174282839074342,0.04270156135915646,0.07395623855689293,0.6450102763187942,0.4834790339309527,0.41996229420355163,0.571607134613814,0.5264986751634562,0.7003333333333334,0.25167073295534187,1,test
0.30062260637575483,0.17310892678210038,0.5999039529369392,0.12251655629139074,0.10016298710920135,0.38607808611432454,0.706304574007592,0.4652383681788287,0.042341111111111114,0.730369801507207,1,train
0.2961389149607614,0.15134900466368617,0.6416844253684306,0.09979447362411512,0.08001185360794191,0.4637388051842663,0.7469328475603043,0.49394043796210824,0.0009333333333333334,0.5581215552285707,1,test
0.05226647566295489,0.06519776265849846,0.17270462526638064,0.5791276547156885,0.4351755815676396,0.4347529823159466,0.5528890711721405,0.5668493517879785,0.07537222222222223,0.23429261626761996,1,train
0.19960726203086973,0.10936749715508566,0.4334423867695172,0.17720940854076275,0.13127870795673433,0.4697026627516752,0.7081240922826716,0.5145908301764608,0.11045555555555557,0.47864402960751207,1,val
0.1267857556031053,0.08091265290729417,0.21232403877900174,0.30931719570678234,0.24699955548970218,0.4328192003382255,0.5223389900324203,0.4982974534777705,0.09686666666666667,0.3813261461645165,1,train
0.30995751039270103,0.05940970494017458,0.13344538824023777,0.4241836035624572,0.2953030078530152,0.4903689352864928,0.7528794835465692,0.5537254206592582,0.8285155555555556,0.12134474760774087,1,train
0.0456158846949222,0.03144951400750312,0.04018969294954533,0.7889929207581639,0.5267447029189509,0.44172346346653285,0.6049864530401651,0.5181398003918125,0.9455888888888888,0.5045273831647908,1,train
0.2990053119554038,0.13765307174007899,0.4104211063421077,0.23384334322904776,0.203437546303156,0.4095361904407927,0.6974883971975725,0.5870255974337498,0.10868888888888889,0.6579699401365482,1,test
0.07754562913021215,0.06569811676537077,0.13836780022210882,0.5287736926238867,0.35753444954808117,0.41204461897748723,0.5532697354170439,0.5205349016204199,0.010083333333333333,0.15746641979406834,1,train
0.046078304144572646,0.030857070187709532,0.044962031395383795,0.8176524320621146,0.5826048303452362,0.4209776289523526,0.5674709619229226,0.5495407985105213,0.4517333333333333,0.3122372212900956,1,test
0.1422011903528371,0.1234361741548028,0.3819371492031096,0.18702900205526377,0.13142687805600828,0.48589468704072797,0.6352560073576149,0.5932242407368378,0.007444444444444445,0.32137239607744317,1,test
0.06629029277958352,0.042641045262093905,0.09448629828616029,0.5094770495546929,0.35442287746332785,0.4312989083554403,0.6179881610579057,0.53802881017209,0.04083333333333333,0.4215110254185324,1,train
0.07581499332191201,0.086987065780559,0.22378965693189667,0.40956839461064176,0.353682026966958,0.45290579319615376,0.6315775550134404,0.5728253095238651,0.1770311111111111,0.47492890086368134,1,test
0.053036727639638764,0.05800555607934625,0.06819341477323893,0.49554692852249377,0.34419914061342416,0.41843580761410076,0.5705542712871919,0.5481450603337898,0.37111999999999995,0.45049461951319764,1,train
0.19759360808224694,0.11369088991551865,0.36221748656841857,0.15574332039278374,0.11068306415765297,0.4841586485226637,0.6788266166689747,0.5008073972049462,0.12795444444444445,0.3423516936945149,1,train
0.09302812978997305,0.07021665201270838,0.3225680583485909,0.32416076729847,0.243147132908579,0.4311029071289082,0.6088520416316008,0.5141135727501305,0.19631555555555555,0.43025275775210625,1,train
0.05508592652057699,0.050314310960649186,0.14241978569499059,0.70335693080612,0.6048303452363312,0.42807384126010684,0.5556357483496855,0.5080886190046966,0.48405555555555557,0.41516004723029404,1,train
0.04448984806553412,0.06912692374313986,0.13533631479424924,0.455012559945193,0.3178248629426581,0.4456207421758246,0.5704306974464957,0.5235876900248013,0.15343222222222222,0.116562164337688,1,test
0.1761345288502455,0.07464835981643451,0.24254884893597872,0.3237040420187257,0.28033782782634464,0.49260828559614567,0.6859889280679514,0.49721046793263024,0.056600000000000004,0.4656238793339943,1,test
0.051747385519329905,0.044995910778223853,0.04730317855749322,0.624800182690112,0.46718032301081636,0.4659047881212222,0.6221902042874441,0.5056836667265507,0.1597288888888889,0.5374841010549417,1,val
0.287475005373656,0.09706869673322707,0.32923132334844074,0.33991778944964607,0.28656097199585123,0.46127267419621104,0.675222202100045,0.5707822536971896,0.03885555555555555,0.7690561595028607,1,train
0.2661031118246923,0.1614793116074698,0.5435663475102801,0.1572276775519525,0.11942510001481699,0.4199359671252224,0.6973342849939456,0.601591929605437,0.029366666666666666,0.6563123219296654,1,test
0.10786143244065252,0.052980965933384055,0.23552540744965045,0.35190682804293216,0.238850200029634,0.46080953055722035,0.6132868511041748,0.5506770393033545,0.04161,0.4294056739991726,1,train
0.11419647830199847,0.09199586911859182,0.3435183239787496,0.30554921214889247,0.24048007112164763,0.46572988727364517,0.6660081388288183,0.5667197327151022,0.08460777777777778,0.468248978984583,1,train
0.27717301093409064,0.14751193329196605,0.569769186901582,0.15482986983329527,0.11883241961772113,0.4646082763042357,0.7639885232570939,0.5702298172085911,0.040988888888888894,0.3382646220845483,1,train
0.059658815595909104,0.07794736415122884,0.18239937569409015,0.4791048184517013,0.3630167432212179,0.42737385070688205,0.5437414110854257,0.5722500600784403,0.9096344444444444,0.255802953699348,1,train
0.04148495996668165,0.06445227450627855,0.09058438634931121,0.5719342315597168,0.41798785005185946,0.43663333581117597,0.619949363133094,0.5208244706292254,0.14633333333333334,0.27871076432754016,1,val
0.0490469766520094,0.029959853270390746,0.05666776720593103,0.7915049097967573,0.5227441102385538,0.4683675314337572,0.5887682741918874,0.5508940216313494,0.39443666666666666,0.20307392504211766,1,train
0.26952380856572505,0.14635335699892782,0.5790437314284,0.12776889700844943,0.09838494591791375,0.539249414996833,0.7222631767709586,0.49646515826359183,0.026977777777777778,0.546159184666838,1,val
0.15601542650062486,0.06770567250705474,0.13152444697901988,0.5070792418360356,0.43739813305674907,0.39887972474265276,0.517411660683278,0.5094273247893626,0.020955555555555554,0.06750892017891096,1,train
0.0928229081052841,0.08612668474840872,0.25551520244920023,0.4128796528887874,0.37501852126240925,0.472240612460761,0.6408317442731691,0.5661224480272885,0.09306666666666666,0.4860054884147322,1,test
0.11354191502011474,0.07129410165388739,0.22186871567067867,0.3883306691025349,0.2680397095866054,0.48913833795605854,0.6563839382414874,0.5755563833893677,0.19634444444444443,0.4558652165051474,1,train
0.17711503245487048,0.05369707308195765,0.244199657832338,0.2819136789221284,0.2118832419617721,0.44667150233149505,0.6870860010013742,0.5559185753723244,0.01537888888888889,0.4919243248914485,1,train
0.21066844257196424,0.13254560085248762,0.34988144190653436,0.18771408997488012,0.13720551192769298,0.3789481906328255,0.675112832149084,0.46895688014150255,0.032622222222222226,0.6309342086818773,1,train
0.22588972151216186,0.10118247576615352,0.300087042650899,0.34836720712491437,0.2406282412209216,0.4078645177576143,0.701061385660463,0.50197656124229,0.04476666666666667,0.7787288239811558,1,test
0.23712493808978174,0.13954178789985025,0.5140618903262599,0.22014158483672072,0.18210105200770485,0.4408594126273959,0.6923451687244552,0.4965024885565802,0.0027133333333333337,0.70241173774287,1,train
0.10719680927226444,0.11569142929812291,0.24161839301257626,0.37896780086777804,0.29663653874648094,0.40631973772035374,0.63420705010067,0.5779768899562587,0.07219333333333333,0.6404520761291798,1,val
0.036727974968319727,0.04582647228428533,0.0841012095927004,0.6750399634619776,0.48688694621425394,0.44489152082239597,0.5754705926217895,0.5174253400621187,0.4818455555555556,0.3137937914350802,1,train
0.0612590082092027,0.053016486251225126,0.12402077017738689,0.45706782370404203,0.34079122833012293,0.4500269465389958,0.6171203033950847,0.5498524027617159,0.2760777777777778,0.4129348399097704,1,train
0.054462548886856796,0.07141031010114521,0.1707536692979561,0.5033112582781457,0.3929471032745592,0.4347011024851213,0.560686651539524,0.5606898534448991,0.9312011111111111,0.5029192140094753,1,train
0.08333174051797013,0.06883749893110154,0.1547558303568749,0.42189997716373606,0.30137798192324783,0.44098311117925176,0.5575639263812395,0.5044004379050758,0.1353411111111111,0.41389157155965745,1,train
0.037689700118136604,0.05155401390554665,0.12480115256475677,0.6374743092030144,0.5997925618610164,0.44312857448162757,0.5774619779626651,0.5633029739540842,0.7692122222222223,0.46893051591270474,1,test
0.11465655044479789,0.11251608829210857,0.3150943962541646,0.2175154144781914,0.15113350125944583,0.48122521189426426,0.6432322016384187,0.47322653240204626,0.007048888888888888,0.19337890099267893,1,train
0.286295986675345,0.049476294573065516,0.3047993516823244,0.3411737839689427,0.28448659060601567,0.3767744644375374,0.5022140313124749,0.551337578098732,0.02788777777777778,0.6273545273401656,1,test
0.07422351927692218,0.07095907050783092,0.1674820662124441,0.35864352591915966,0.24403615350422284,0.3930572784305344,0.631267910217213,0.553813561628814,0.43543333333333334,0.3586161317425931,1,train
0.13620952195084002,0.08116611887904894,0.22673109823813675,0.3018954099109386,0.2370721588383464,0.47108038199042,0.537436659529212,0.5133840766079829,0.053311111111111115,0.34059947730202533,1,train
0.22147443732539807,0.08575394067229876,0.16895278686556414,0.39266955926010505,0.28685731219439914,0.4005106485288583,0.6504918096820814,0.5770283375809504,0.2572111111111111,0.6048552088770937,1,train
0.06330451846508935,0.05502272642558165,0.12555152024492,0.48709751084722536,0.34834790339309524,0.459040873563432,0.6155287575502552,0.548363857328805,0.04614111111111112,0.3925166815300482,1,train
0.2918339541959954,0.07732948602977129,0.2344448779902153,0.32416076729847,0.23840568973181211,0.34926460339805143,0.6788251962800013,0.4949185434860324,0.0206,0.6470008505236868,1,test
0.10362018429041414,0.06612918432633086,0.12038899060539676,0.4288650376798356,0.3145651207586309,0.42247459436941226,0.5368837731212692,0.5684602576256845,0.15267777777777777,0.3289037016270028,1,train
0.08845825868059223,0.07656601845740961,0.1772368460545668,0.43936971911395295,0.3157504815528226,0.395764224752719,0.5754858618032548,0.5470487422154026,0.28507777777777776,0.3561780785044542,1,train
0.14627544438710308,0.08811626106995092,0.42149653330131787,0.23190226079013476,0.1826937324048007,0.48074638815715093,0.6626878020545927,0.5579424475762141,0.04062777777777778,0.4039179128544314,1,train
0.05975438451770053,0.0561931428245669,0.16433052195575837,0.5427038136560859,0.455623055267447,0.4310894532175561,0.5730926839314946,0.5657177772817689,0.7249455555555555,0.1536274534254433,1,train
0.06600928661656172,0.07791579053537014,0.2558153495212655,0.41687599908654943,0.3487924136909171,0.44160334617165564,0.5745846249995561,0.49276920001959845,0.2646777777777778,0.2316309673180468,1,train
0.07001815138854936,0.029856361973964924,0.07767806225050278,0.6585978533911852,0.4698473847977478,0.43575854120110324,0.5581572938749276,0.5263449469430249,0.3061,0.31241781782625405,1,train
0.09592604776232913,0.05401017810589002,0.17360506648257645,0.43377483443708614,0.3166395021484664,0.4604508241149843,0.6257754436052313,0.5174795208345809,0.2569222222222222,0.3033363920080013,1,train
0.07411755513907625,0.06415978003714286,0.1965363027883663,0.48766841744690564,0.3289376203882056,0.4491683159806914,0.5549935549850327,0.5632322019402939,0.2678777777777778,0.1461200124181618,1,train
0.041694876265072636,0.0,0.06255064981841107,0.8927837405800412,0.8456067565565267,0.44267075433274017,0.5984270967604478,0.5337576024826719,0.38685555555555556,0.3885693572397281,1,val
0.05527739969370998,0.039022796589172445,0.09799801902932437,0.7481160082210551,0.6726922507038079,0.4664319104321822,0.6141108542574384,0.5153796918539857,0.30015555555555556,0.27395720550079844,1,train
0.068007850735428,0.08141826928347626,0.2618182909625718,0.33649234985156434,0.274262853756112,0.44596967275441635,0.5999939633468625,0.5076606168260592,0.26207555555555556,0.4028020842560239,1,train
0.37067697335571986,0.14578503191347075,0.3603265600144071,0.16841744690568625,0.1189805897169951,0.5389532353656289,0.8197632921775628,0.4873176810525691,0.02868888888888889,0.40354811994705936,1,train
0.06602370578721796,0.08425243982923937,0.23234384848575806,0.34928065768440286,0.24477700400059269,0.4307277462627163,0.5972653961287299,0.5547919263908839,0.4562777777777778,0.3253175704089995,1,test
0.020091269996958556,0.04737445650624785,0.06975417954797858,0.871203471112126,0.623203437546303,0.4291603171948343,0.5923298995429899,0.5034192215234026,0.6003077777777779,0.3881415154457337,1,train
0.060190648262439625,0.056410649956038124,0.13950835909595705,0.5119890385932861,0.349236923988739,0.41983191709138434,0.6087916751002261,0.5541630146492884,0.5308555555555556,0.31899884160221803,1,test
0.03686914870893093,0.06959701980148089,0.13836780022210882,0.5690796985613154,0.43591643206400943,0.46157562917845574,0.6216137039128165,0.5475158893540486,0.028841111111111113,0.10258786236479984,1,train
0.21276827621497438,0.08696733227064729,0.3339136176726596,0.2751769810459009,0.1972144021336494,0.34935181184501707,0.6822920106671212,0.5010713016373223,0.005,0.6169960260162208,1,test
0.3168699937393973,0.17343167929976738,0.5865173935228263,0.1519753368348938,0.1136464661431323,0.29041487216654815,0.7140854648045367,0.5911798887194336,0.04519666666666667,0.7008186182989009,1,train
0.17073404644515464,0.1033163259712724,0.26776120298946493,0.18954099109385708,0.13616832123277522,0.39557993520441426,0.5296593197047011,0.5637473081359041,0.2243777777777778,0.1993521314261192,1,train
0.04539221988497524,0.07597357463761602,0.18008824323918726,0.5200959123087463,0.36197955252630015,0.4545983726768289,0.6193829830299027,0.5025105918225401,0.28641666666666665,0.19425887911469855,1,train
0.16442515628872006,0.07266448428664458,0.2709427619533572,0.22390956839461065,0.16298710920136314,0.5127726982003119,0.6594652945709182,0.5616570709667017,0.01748888888888889,0.536688616312339,1,val
0.21148865865161973,0.1074958833705712,0.4202359155986435,0.13279287508563598,0.09601422432953029,0.523895211259317,0.6760121159179441,0.5016551059415568,0.03251222222222222,0.49950937941010287,1,train
0.24822367554049252,0.141443659732896,0.5206351112044902,0.17846540306005937,0.1318713883538302,0.47764560035804826,0.7079300316391643,0.567171325565003,0.04616666666666667,0.6322972825381208,1,train
0.08550232869606098,0.07541752818054846,0.17672659603205576,0.4502169445078785,0.31693584234701433,0.4884153112092956,0.6123390965615934,0.5735433991875996,0.4485677777777778,0.21168945479625698,1,train
0.11791729499041126,0.08859074235271676,0.3899810907344601,0.27426353048641244,0.19854793302711513,0.43887336365593294,0.6358761846931782,0.5048797692365722,0.007694444444444445,0.3895604882298357,1,train
0.2454327276946328,0.06542009353683699,0.25599543776450473,0.328042932176296,0.23381241665431912,0.47814116889130476,0.7240979642275036,0.5062809514143645,0.05628888888888889,0.5833577711979484,1,train
0.0615695233726373,0.08364157806686151,0.08989404808356105,0.802694679150491,0.6248333086383167,0.45939096563077353,0.6338024167918385,0.4951941136349673,0.8256444444444445,0.6776399128664712,1,test
0.0325963795809789,0.04947147082619821,0.12606177026743104,0.6399862982416077,0.490591198696103,0.442025450541486,0.5993723656223257,0.5493137058948422,0.20569444444444446,0.40581847640162255,1,train
0.03911786867220564,0.07793420847795438,0.1772368460545668,0.5200959123087463,0.38168617572973773,0.429033134176729,0.5590042008003892,0.49618388487545034,0.19031777777777778,0.24435442328216142,1,train
0.09038472694617726,0.09339037048568553,0.3018879250832909,0.31696734414249833,0.22981182397392205,0.43871191671970794,0.5684552914815721,0.5645206155246838,0.12897666666666668,0.34923801161493717,1,train
0.07643032304642872,0.09514446025561474,0.2828586007143502,0.3346654487325874,0.2747073640539339,0.4658013188317591,0.6203758349223935,0.4857666592265319,0.3104777777777778,0.32300851469668806,1,train
0.11460524502362562,0.14235183971127682,0.2407779812107934,0.38707467458323824,0.2794488072307008,0.42337968447770946,0.639304115932148,0.6068599079652736,0.10697777777777778,0.6602316967560561,1,train
0.06040928312913439,0.05967194136077899,0.11471621094336237,0.554692852249372,0.43502741146836565,0.4314302533748991,0.5661947424302145,0.5630598085733685,0.7405444444444444,0.1669679475547659,1,test
0.04855974281564822,0.04554011712934439,0.09736771017798718,0.624914364010048,0.4326566898799822,0.44888510630719364,0.5576756044642825,0.5602608143136787,0.017205555555555557,0.49636398973867674,1,train
0.04485368062744183,0.056515018297348917,0.12831287330792085,0.5244348024663165,0.39190991257964136,0.4553243999361955,0.611751055526556,0.5127590534385736,0.2954,0.4271482172971922,1,train
0.060363342980764484,0.04672500476893156,0.11360566677672057,0.554692852249372,0.4449548081197214,0.4534870215247095,0.626540323067472,0.543907035127028,0.46181111111111117,0.3143377310023193,1,train
0.09556322118907187,0.05827612442635783,0.11249512261007899,0.5792418360356245,0.4870351163135279,0.41214750752257545,0.543355775479115,0.5520154858498747,0.013936666666666667,0.4309987934431417,1,test
0.1860431817274904,0.0991586946940977,0.3775850166581626,0.22219684859556976,0.16017187731515778,0.3455459035840445,0.5438788337186138,0.5766908095151806,0.03467777777777778,0.49123418812827163,1,test
0.04201243334906028,0.03205379793324373,0.04403157547198133,0.8569308061201187,0.6083864276189064,0.4398238486162023,0.6074859825363176,0.5211591470753919,0.27537555555555554,0.36934227601514596,1,train
0.13836233766277312,0.07949490985074889,0.30017708677251853,0.25279744233843343,0.17395169654763667,0.46221280254846114,0.6723377471920685,0.5063009127515874,0.07727777777777778,0.43383888897010947,1,train
0.051514331481978884,0.0,0.051415193444787954,0.8875313998629824,0.5953474588827974,0.44840918629195486,0.5620576819962146,0.5337576024826719,0.8927211111111111,0.45052471893589074,1,train
